Empresa	ZONA/BANCO	ESPECIE	MES	data	Año	DIAS TRABA	Nº PERSON	 Kg	CPUE	Día del Mes				
Mar de Ardora	Praia Vilar -ferrol	Codium spp.	7	44397	2021	1	1	112	112	20				
Mar de Ardora	Praia Vilar -ferrol	Codium spp.	7	44398	2021	1	1	98	98	21				
Mar de Ardora	Praia Vilar -ferrol	Codium spp.	7	44399	2021	1	1	156	156	22				
Mar de Ardora	Praia Vilar -ferrol	Codium spp.	7	44400	2021	1	1	163	163	23				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	9	44446	2021	1	1	101	101	7				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	9	44447	2021	1	1	104	104	8				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	9	44448	2021	1	1	115	115	9				
Mar de Ardora	Praia Picón - Loiba	Chondrus crispus	9	44461	2021	0.5	1	7	7	22				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	9	44461	2021	0.5	1	128	128	22				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	9	44462	2021	1	1	62.3	62.3	23				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	10	44475	2021	1	1	77.9	77.9	6				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	10	44476	2021	1	1	76.5	76.5	7				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	10	44488	2021	1	1	44.3	44.3	19				
Mar de Ardora	Praia Picón - Loiba	Codium spp.	10	44489	2021	1	1	44.4	44.4	20				
Mar de Ardora	Praia Picón - Loiba	Mastocarpus stellatus	5	44683	2022	1	1	16	16	2				
Mar de Ardora	Chanteiro-Ares-Coruña	Himanthalia elongata	5	44711	2022	0.5	1	15	15	30				
Mar de Ardora	Chanteiro-Ares-Coruña	Codium spp.	5	44711	2022	0.5	1	2	2	30				
Mar de Ardora	Vilar-Cobas-Ferrol	Codium spp.	9	44806	2022	1	1	24.5	24.5	2				
Mar de Ardora	Vilar-Cobas-Ferrol	Codium spp.	9	44813	2022	1	2	280	140	9				
Mar de Ardora	Vilar-Cobas-Ferrol	Codium spp.	9	44816	2022	1	2	394	197	12				
Mar de Ardora	Vilar-Cobas-Ferrol	Codium spp.	9	44817	2022	1	2	389	194.5	13				
Mar de Ardora	Vilar-Cobas-Ferrol	Codium spp.	9	44818	2022	1	2	375	187.5	14				
Mar de Ardora	Vilar-Cobas-Ferrol	Codium spp.	9	44819	2022	1	1	162.5	162.5	15				
Mar de Ardora	Cabalos-Cobas-Ferrol	Codium spp.	10	44844	2022	1	1	148.5	148.5	10				
Mar de Ardora	Cabalos-Cobas-Ferrol	Codium spp.	10	44845	2022	1	1	115.8	115.8	11				
Mar de Ardora	LOBADIZ-SANJORGE (ZONA H)	Porphyra spp.	4	45033	2023	1	2	112	56	17				
Mar de Ardora	LOBADIZ-SANJORGE (ZONA H)	Porphyra spp.	4	45034	2023	1	2	124	62	18				
Mar de Ardora	ESMELLE/FRAGATA/PAREIXAL (ZH)	Porphyra spp.	4	45035	2023	1	2	187	93.5	19				
Mar de Ardora	SARTAÑA/PONZOS/CASAL (ZH)	Porphyra spp.	4	45036	2023	1	2	98	49	20				
Mar de Ardora	ESMELLE/FRAGATA/PAREIXAL (ZH)	Porphyra spp.	4	45037	2023	1	2	196	98	21				
Mar de Ardora	ESMELLE/FRAGATA/PAREIXAL (ZH)	Porphyra spp.	4	45040	2023	1	2	191	95.5	24				
Mar de Ardora	ESMELLE/FRAGATA/PAREIXAL (ZH)	Porphyra spp.	4	45041	2023	1	2	173	86.5	25				
Mar de Ardora	PR MEIRAS BOTES CRISTINA (ZH) FERROL VALDOVIÑO	Porphyra spp.	5	45062	2023	1	2	81	40.5	16				
Mar de Ardora	PR MEIRAS BOTES CRISTINA (ZH) FERROL VALDOVIÑO	Porphyra spp.	5	45064	2023	1	2	197	98.5	18				
Mar de Ardora	PR MEIRAS BOTES CRISTINA (ZH) FERROL VALDOVIÑO	Porphyra spp.	5	45065	2023	1	2	181	90.5	19				
Mar de Ardora	PR CRISTINA-VALDOVIÑO (ZH)	Porphyra spp.	5	45068	2023	1	2	133	66.5	22				
Mar de Ardora	PR CRISTINA-VALDOVIÑO (ZH)	Porphyra spp.	5	45069	2023	1	2	84	42	23				
Mar de Ardora	MARMADEIRO, SARTAÑA ZH	Porphyra spp.	6	45083	2023	1	2	187	93.5	6				
Mar de Ardora	STA COMBA-SARTAÑA.PONZOS ZH	Porphyra spp.	6	45084	2023	1	2	175	87.5	7				
Mar de Ardora	ESMELLE/COBAS (FERROL) (ZH)	Porphyra spp.	6	45085	2023	1	2	194	97	8				
Mar de Ardora	ESMELLE/COBAS (FERROL) (ZH)	Porphyra spp.	6	45086	2023	1	2	191	95.5	9				
Mar de Ardora	MEIRAS/CAMPELO (VALDOVIÑO ZH)	Porphyra spp.	6	45096	2023	1	2	122	61	19				
Mar de Ardora	MEIRAS/CAMPELO (VALDOVIÑO ZH)	Porphyra spp.	6	45097	2023	1	2	137	68.5	20				
Mar de Ardora	Prior-Cabalos-Cetarea (FERROL ZI)	Codium spp.	7	45110	2023	1	2	348	174	3				
Mar de Ardora	Prior-Cabalos-Cetarea (FERROL ZI)	Codium spp.	7	45111	2023	0.5	2	351	175.5	4				
Mar de Ardora	Prior-Cabalos-Cetarea (FERROL ZI)	Codium spp.	7	45111	2023	0.5	2	378	189	4				
Mar de Ardora	Esmelle. Cobas (Ferrol)	Codium spp.	7	45113	2023	0.5	2	394	197	6				
Mar de Ardora	Prior-Cabalos-Cetarea (FERROL ZI)	Codium spp.	7	45113	2023	0.5	2	379	189.5	6				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	7	45124	2023	1	2	265	132.5	17				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	7	45125	2023	1	2	227	113.5	18				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	7	45126	2023	1	2	210	105	19				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	7	45127	2023	1	2	243	121.5	20				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	7	45128	2023	1	2	239	119.5	21				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	8	45139	2023	1	2	390	195	1				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	8	45140	2023	1	2	387	193.5	2				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	8	45141	2023	1	2	398	199	3				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	8	45142	2023	1	2	390	195	4				
Mar de Ardora	Praia Pareixal a Cova (Ferrol)	Codium spp.	8	45145	2023	1	2	390	195	7				
Mar de Ardora	Loiba Picon	Codium spp.	8	45154	2023	1	2	395	197.5	16				
Mar de Ardora	Loiba Picon	Codium spp.	8	45155	2023	1	2	390	195	17				
Mar de Ardora	Loiba Picon	Codium spp.	8	45156	2023	1	2	398	199	18				
Mar de Ardora	Loiba Picon	Codium spp.	8	45159	2023	1	2	395	197.5	21				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Ulva spp.	8	45167	2023	1	2	527	263.5	29				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Codium spp.	8	45168	2023	1	2	390	195	30				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Ulva spp.	8	45169	2023	1	2	583	291.5	31				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Ulva spp.	9	45170	2023	1	2	520	260	1				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Ulva spp.	9	45173	2023	1	2	558	279	4				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Ulva spp.	9	45174	2023	1	2	493	246.5	5				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Ulva spp.	9	45175	2023	0.5	2	480	240	6				
Mar de Ardora	Ferrol-Covas-Pr Pareixal á Cova (ZH)	Codium spp.	9	45175	2023	0.5	1	2	2	6				
Mar de Ardora	Meiras, Praia dos Botes (ZH)	Ulva spp.	9	45182	2023	0.5	2	594	297	13				
Mar de Ardora	Meiras, Praia dos Botes (ZH)	Codium spp.	9	45182	2023	0.5	1	1	1	13				
Mar de Ardora	Meiras, Praia dos Botes (ZH)	Ulva spp.	9	45183	2023	1	2	592	296	14				
Mar de Ardora	Meiras, Praia dos Botes (ZH)	Ulva spp.	9	45196	2023	1	2	197	98.5	27				
Mar de Ardora	Meiras, Praia dos Botes (ZH)	Ulva spp.	9	45197	2023	1	2	234	117	28				
Mar de Ardora	Meiras, Praia dos Botes (ZH)	Ulva spp.	9	45198	2023	1	2	140	70	29				
Mar de Ardora	Ferrol-Covas-Pr Marmadeiro (ZH)	Ulva spp.	10	45202	2023	1	2	462	231	3				
Mar de Ardora	Ferrol-Covas-Pr Marmadeiro (ZH)	Ulva spp.	10	45215	2023	1	2	141	70.5	16				
Algamar	Punta Centinela	Ulva spp.	6	43998	2020	1	7	1550	221.4285714	16				
Algamar	Punta Centinela	Ulva spp.	6	43999	2020	1	7	1903	271.8571429	17				
Algamar	Punta Centinela	Ulva spp.	6	44000	2020	1	7	1878	268.2857143	18				
Algamar	Moaña b(i)	Ulva spp.	6	44363	2021	1	5	1189	237.8	16				
Algamar	Niño Corvo (B, I)	Ulva spp.	10	45566	2024	1	6	1480	246.6666667	1				
Algamar	Niño Corvo (B, I)	Ulva spp.	10	45567	2024	1	8	1965	245.625	2				
Algamar	Niño Corvo (B, I)	Ulva spp.	10	45568	2024	1	8	1990	248.75	3				
Algamar	Niño Corvo (B, I)	Ulva spp.	10	45569	2024	1	7	1730	247.1428571	4				
Algamar	Niño Corvo (B, I)	Ulva spp.	10	45572	2024	1	8	2000	250	7				
Algamar	MOAÑA (Z I)	Undaria pinnatifida	1	44221	2021	1	7	2550	364.2857143	25				
Algamar	MOAÑA (Z I)	Undaria pinnatifida	1	44222	2021	1	7	2400	342.8571429	26				
Algamar	MOAÑA (Z I)	Undaria pinnatifida	1	44223	2021	1	7	2380	340	27				
Algamar	MOAÑA (Z I)	Laminaria spp.	2	44249	2021	1	7	1730	247.1428571	22				
Algamar	MOAÑA (Z I)	Laminaria spp.	2	44250	2021	1	7	1325	189.2857143	23				
Algamar	MOAÑA (Z I)	Laminaria spp.	2	44251	2021	1	7	1154	164.8571429	24				
Algamar	MOAÑA (Z I)	Laminaria spp.	2	44252	2021	1	7	1080	154.2857143	25				
Algamar	MOAÑA (Z I)	Laminaria spp.	2	44253	2021	1	7	1090	155.7142857	26				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44256	2021	1	7	1075	153.5714286	1				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44257	2021	1	7	1070	152.8571429	2				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44258	2021	1	7	995	142.1428571	3				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44259	2021	1	7	1045	149.2857143	4				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44260	2021	0.5	7	1025	146.4285714	5				
Algamar	MOAÑA (Z I)	Undaria pinnatifida	3	44260	2021	0.5	7	315	45	5				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44263	2021	1	7	1475	210.7142857	8				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44277	2021	1	7	960	137.1428571	22				
Algamar	MOAÑA (Z I)	Laminaria spp.	3	44278	2021	1	7	915	130.7142857	23				
Algamar		Undaria pinnatifida	4	44298	2021	1	7	1570	224.2857143	12				
Algamar		Undaria pinnatifida	4	44299	2021	1	7	1890	270	13				
Algamar	BOIRO (Z III)	Undaria pinnatifida	4	44300	2021	1	7	1980	282.8571429	14				
Algamar	BOIRO (Z III)	Undaria pinnatifida	4	44301	2021	1	7	1675	239.2857143	15				
Algamar	A GUARDA (Z I)	Undaria pinnatifida	4	44312	2021	1	7	1295	185	26				
Algamar	A GUARDA (Z I)	Himanthalia elongata	4	44313	2021	1	7	2130	304.2857143	27				
Algamar	A GUARDA (Z I)	Undaria pinnatifida	4	44314	2021	0.5	7	845	120.7142857	28				
Algamar	A GUARDA (Z I)	Himanthalia elongata	4	44314	2021	0.5	7	1470	210	28				
Algamar	A GUARDA (Z I)	Himanthalia elongata	4	44315	2021	0.5	7	1235	176.4285714	29				
Algamar	A GUARDA (Z I)	Undaria pinnatifida	4	44315	2021	0.5	7	340	48.57142857	29				
Algamar	A GUARDA (Z I)	Himanthalia elongata	4	44316	2021	1	7	2190	312.8571429	30				
Algamar	OIA (ZI)	Himanthalia elongata	5	44319	2021	1	6	2090	348.3333333	3				
Algamar	OIA (ZI)	Himanthalia elongata	5	44320	2021	0.5	6	1935	322.5	4				
Algamar	OIA (ZI)	Undaria pinnatifida	5	44320	2021	0.5	6	210	35	4				
Algamar	OIA (ZI)	Himanthalia elongata	5	44321	2021	1	6	1935	322.5	5				
Algamar	OIA (ZI)	Himanthalia elongata	5	44322	2021	0.5	6	1685	280.8333333	6				
Algamar	OIA (ZI)	Undaria pinnatifida	5	44322	2021	0.5	6	525	87.5	6				
Algamar	OIA (ZI)	Himanthalia elongata	5	44323	2021	1	6	1860	310	7				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	44334	2021	1	7	3500	500	18				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	44335	2021	1	7	3460	494.2857143	19				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	44336	2021	1	7	3485	497.8571429	20				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	44337	2021	1	7	3490	498.5714286	21				
Algamar	A GUARDA (Z I)	Laminaria spp.	5	44340	2021	1	7	2900	414.2857143	24				
Algamar	A GUARDA (Z I)	Laminaria spp.	5	44341	2021	1	7	3500	500	25				
Algamar	A GUARDA (Z I)	Laminaria spp.	5	44342	2021	1	7	3480	497.1428571	26				
Algamar	A GUARDA (Z I)	Laminaria spp.	5	44343	2021	1	7	3490	498.5714286	27				
Algamar	A GUARDA (Z I)	Himanthalia elongata	5	44344	2021	1	7	3035	433.5714286	28				
Algamar	OIA (ZI)	Laminaria spp.	5	44347	2021	1	7	1895	270.7142857	31				
Algamar	OIA (ZI)	Laminaria spp.	6	44348	2021	1	7	1790	255.7142857	1				
Algamar	OIA (ZI)	Himanthalia elongata	6	44349	2021	1	7	1685	240.7142857	2				
Algamar	OIA (ZI)	Himanthalia elongata	6	44350	2021	1	7	1575	225	3				
Algamar	OIA (ZI)	Himanthalia elongata	6	44351	2021	1	7	2695	385	4				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	44354	2021	1	7	2248	321.1428571	7				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	44355	2021	1	7	1896	270.8571429	8				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	44356	2021	1	7	1710	244.2857143	9				
Algamar		Himanthalia elongata	7	44382	2021	0.33	7	1355	193.5714286	5				
Algamar		Laminaria spp.	7	44382	2021	0.33	7	1556	222.2857143	5				
Algamar		Porphyra spp.	7	44382	2021	0.34	7	189	27	5				
Algamar	MOAÑA (Z I)	Laminaria spp.	4	44673	2022	1	6	1435	239.1666667	22				
Algamar	MOAÑA (Z I)	Himanthalia elongata	4	44676	2022	1	6	1350	225	25				
Algamar	MOAÑA (Z I)	Himanthalia elongata	4	44677	2022	1	6	1630	271.6666667	26				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44725	2022	0.5	5	235	47	13				
Algamar	A GUARDA (Z I)	Laminaria spp.	6	44725	2022	0.5	5	815	163	13				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44726	2022	0.5	5	185	37	14				
Algamar	A GUARDA (Z I)	Laminaria spp.	6	44726	2022	0.5	5	575	115	14				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44727	2022	1	4	120	30	15				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44728	2022	1	5	165	33	16				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44732	2022	1	6	190	31.66666667	20				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44733	2022	1	6	210	35	21				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44734	2022	1	5	230	46	22				
Algamar	A GUARDA (Z I)	Porphyra spp.	6	44735	2022	1	6	185	30.83333333	23				
Algamar	OIA (ZI)	Porphyra spp.	6	44739	2022	1	6	215	35.83333333	27				
Algamar	OIA (ZI)	Porphyra spp.	6	44740	2022	1	6	180	30	28				
Algamar	OIA (ZI)	Porphyra spp.	6	44741	2022	1	6	235	39.16666667	29				
Algamar	OIA (ZI)	Porphyra spp.	6	44742	2022	1	6	225	37.5	30				
Algamar	OIA (ZI)	Porphyra spp.	7	44743	2022	1	6	245	40.83333333	1				
Algamar	A GUARDA (Z I)	Porphyra spp.	7	44760	2022	1	5	240	48	18				
Algamar	A GUARDA (Z I)	Porphyra spp.	7	44761	2022	1	5	185	37	19				
Algamar	A GUARDA (Z I)	Porphyra spp.	7	44762	2022	1	5	260	52	20				
Algamar	A GUARDA (Z I)	Porphyra spp.	7	44763	2022	1	5	235	47	21				
Algamar	OIA (ZI)	Porphyra spp.	7	44764	2022	1	5	210	42	22				
Algamar	A GUARDA (Z I)	Undaria pinnatifida	1	44939	2023	1	6	895	149.1666667	13				
Algamar	A GUARDA (Z I)	Porphyra spp.	1	44939	2023	1	6	125	20.83333333	13				
Algamar	MOAÑA (Z I)	Himanthalia elongata	3	45013	2023	1	5	1220	244	28				
Algamar	MOAÑA (Z I)	Himanthalia elongata	3	45014	2023	1	5	1460	292	29				
Algamar	MOAÑA (Z I)	Himanthalia elongata	3	45015	2023	1	5	1180	236	30				
Algamar	MOAÑA (Z I)	Himanthalia elongata	3	45016	2023	1	5	1230	246	31				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	45075	2023	0.5	6	1790	298.3333333	29				
Algamar	MOAÑA (Z I)	Himanthalia elongata	5	45075	2023	0.5	6	890	148.3333333	29				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	45076	2023	0.5	5	1480	296	30				
Algamar	MOAÑA (Z I)	Himanthalia elongata	5	45076	2023	0.5	6	980	163.3333333	30				
Algamar	MOAÑA (Z I)	Laminaria spp.	5	45077	2023	0.5	6	1755	292.5	31				
Algamar	MOAÑA (Z I)	Himanthalia elongata	5	45077	2023	0.5	6	1135	189.1666667	31				
Algamar	MOAÑA (Z I)	Laminaria spp.	6	45078	2023	0.5	6	1750	291.6666667	1				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	45078	2023	0.5	6	685	114.1666667	1				
Algamar	MOAÑA (Z I)	Laminaria spp.	6	45079	2023	1	6	1785	297.5	2				
Algamar	MOAÑA (Z I)	Laminaria spp.	6	45082	2023	1	6	1795	299.1666667	5				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	45105	2023	1	6	1750	291.6666667	28				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	45106	2023	1	6	1790	298.3333333	29				
Algamar	MOAÑA (Z I)	Himanthalia elongata	6	45107	2023	1	6	1745	290.8333333	30				
Algamar	OIA (ZI)	Porphyra spp.	7	45135	2023	1	6	450	75	28				
Algamar	OIA (ZI)	Porphyra spp.	7	45138	2023	1	6	515	85.83333333	31				
Algamar	MOAÑA (Z I)	Undaria pinnatifida	2	45338	2024	1	4	555	138.75	16				
Algamar	MOAÑA (Z I)	Undaria pinnatifida	3	45362	2024	1	3	270	90	11				
Algamar	A GUARDA (Z I)	Porphyra spp.	3	45364	2024	1	4	130	32.5	13				
Algamar	A GUARDA (Z I)	Himanthalia elongata	4	45399	2024	1	5	510	32.5	17				
Algamar	A GUARDA (Z I)	Himanthalia elongata	4	45400	2024	1	5	250	32.5	18				
Algamar	A GUARDA (Z I)	Porphyra spp.	5	45419	2024	1	5	200	32.5	7				
Algamar	A GUARDA (Z I)	Porphyra spp.	5	45420	2024	1	5	185	32.5	8				
Algamar	A GUARDA (Z I)	Porphyra spp.	5	45421	2024	1	4	140	32.5	9				
Algamar		Himanthalia elongata	6	45460	2024	1	7	2040	32.5	17				
Algamar		Himanthalia elongata	6	45461	2024	1	7	1703	32.5	18				
Algamar		Himanthalia elongata	6	45462	2024	1	7	1940	32.5	19				
Algamar		Himanthalia elongata	6	45463	2024	1	7	1955	32.5	20				
Algamar		Himanthalia elongata	6	45464	2024	1	8	2385	32.5	21				
Algamar	MOAÑA (Z I)	Himanthalia elongata	9	45548	2024	1	6	301	32.5	13				
Portomuiños		Codium spp.	1	43840	2020	1	2	232	116	10				
Portomuiños		Codium spp.	2	43872	2020	1	2	245	122.5	11				
Portomuiños		Codium spp.	3	43902	2020	1	4	660	165	12				
Portomuiños		Himanthalia elongata	3	43914	2020	1	12	2280	190	24				
Portomuiños		Himanthalia elongata	3	43915	2020	1	10	1900	190	25				
Portomuiños		Himanthalia elongata	3	43916	2020	1	8	1000	125	26				
Portomuiños		Mastocarpus stellatus	3	43917	2020	0.25	5	50	10	27				
Portomuiños		Gigartina pistillata 	3	43917	2020	0.25	5	75	15	27				
Portomuiños		Chondrus crispus	3	43917	2020	0.25	5	100	20	27				
Portomuiños		Undaria pinnatifida	3	43917	2020	0.25	5	200	40	27				
Portomuiños		Undaria pinnatifida	5	43964	2020	1	2	286	143	13				
Portomuiños		Porphyra spp.	5	43976	2020	1	2	85	42.5	25				
Portomuiños		Mastocarpus stellatus	7	44021	2020	0.25	4	160	40	9				
Portomuiños		Gigartina pistillata 	7	44021	2020	0.25	4	10	2.5	9				
Portomuiños		Chondrus crispus	7	44021	2020	0.25	4	40	10	9				
Portomuiños		Mastocarpus stellatus	7	44022	2020	0.25	4	360	90	10				
Portomuiños		Gigartina pistillata 	7	44022	2020	0.25	4	50	12.5	10				
Portomuiños		Chondrus crispus	7	44022	2020	0.25	4	10	2.5	10				
Portomuiños		Bifurcaria bifurcata	7	44022	2020	0.25	4	5	1.25	10				
Portomuiños		Codium spp.	7	44021	2020	0.25	2	150	75	9				
Portomuiños		Codium spp.	7	44032	2020	1	2	220	110	20				
Portomuiños		Codium spp.	8	44056	2020	1	8	1150	143.75	13				
Portomuiños		Codium spp.	8	44067	2020	0.25	6	642	107	24				
Portomuiños		Mastocarpus stellatus	8	44067	2020	0.25	6	20	3.333333333	24				
Portomuiños		Gigartina pistillata 	8	44067	2020	0.25	6	30	5	24				
Portomuiños		Chondrus crispus	8	44067	2020	0.25	6	10	1.666666667	24				
Portomuiños		Codium spp.	8	44069	2020	1	5	856	171.2	26				
Portomuiños		Codium spp.	9	44092	2020	1	4	650	162.5	18			A	Punta dos Picos (A Guarda)-Punta Xobel (Baiona)
Portomuiños		Ulva spp.	9	44082	2020	1	4	200	50	8			B	Punta Río Seco (Domaio) - Punta Moa (Marín)
Portomuiños		Ulva spp.	9	44084	2020	1	4	100	25	10			C	Punta Abelleira (O Grove) - Punta Pereiro (Vilalonga)
Portomuiños		Codium spp.	10	44110	2020	1	4	506	126.5	6			D	Illa de Arousa
Portomuiños		Codium spp.	10	44112	2020	1	4	390	97.5	8			E	Punta das sinas (Vilagarcía de Arousa)- Punta Quintáns (Bamio)
Portomuiños		Codium spp.	11	44146	2020	0.5	4	223	55.75	11			F	Marxe Norte Ría de Arousa
Portomuiños		Mastocarpus stellatus	11	44146	2020	0.5	4	53	13.25	11			G	Punta de couso (Aguiño)- Punta Sagrada (Porto do Son)
Portomuiños		Codium spp.	12	44172	2020	1	2	225	112.5	7			H	Marxe Norte Ría Muros e Noia
Portomuiños	B	Codium spp.	1	44203	2021	1	2	250	125	7			I	Punta Lens (Muros) - Cabo Fisterra (Fisterra)
Portomuiños	T	Ascophyllum nodosum	1	44223	2021	0.5	6	479	79.83333333	27			J	Cabo Touriñan- Punta da Barca (Muxía)
Portomuiños	T	Fucus spp.	1	44223	2021	0.5	6	160	26.66666667	27			K	Ría de Camariñas
Portomuiños	T	Ascophyllum nodosum	2	44229	2021	1	5	757	151.4	2			L	Cabo Vilán (Camariñas) - Punta de Laxe (Laxe)
Portomuiños	Q	Codium spp.	2	44238	2021	1	2	230	115	11			M	Ría de Corme e Laxe
Portomuiños	D	Himanthalia elongata	2	44235	2021	1	15	2800	186.6666667	8			N	Punta Eiras - Cabo San Adrián (Malpica)
Portomuiños	A	Himanthalia elongata	2	44239	2021	1	11	1900	172.7272727	12			O	Cabo San Adrián - Punta San Pedro (A Coruña)
Portomuiños	A	Himanthalia elongata	2	44242	2021	1	11	1830	166.3636364	15			P	Ría de A Coruña
Portomuiños	D	Himanthalia elongata	2	44249	2021	1	8	1200	150	22			Q	Ría de Ferrol, Ares e Sada
Portomuiños	D	Himanthalia elongata	2	44251	2021	1	5	850	170	24			R	Cabo Prioriño Grande (Ferrol) - Punta Ardillosa (Cedeira)
Portomuiños	D	Himanthalia elongata	3	44278	2021	1	2	200	100	23			S	Ría de Santa Marta de Ortigueira
Portomuiños	Q	Chondrus crispus	3	44284	2021	0.25	2	5.5	2.75	29			T	Punta Camero (Vicedo)- Punta Roncadoira (Xove)
Portomuiños	Q	Osmundea pinnatifida	3	44284	2021	0.25	2	4	2	29			U	Cabo san Cibrao (San Cibrao)- Punta Penas Brancas (Ribadeo)
Portomuiños	Q	Mastocarpus stellatus	3	44284	2021	0.25	2	58	29	29				
Portomuiños	Q	Gigartina pistillata 	3	44284	2021	0.25	2	7	3.5	29				
Portomuiños	Q	Mastocarpus stellatus	3	44286	2021	1	2	120	60	31				
Portomuiños	Q	Porphyra spp.	5	44330	2021	1	5	200	40	14				
Portomuiños	A	Undaria pinnatifida	5	44341	2021	1	4	300	75	25				
Portomuiños	A	Undaria pinnatifida	5	44342	2021	0.33	5	200	40	26				
Portomuiños	A	Undaria pinnatifida	5	44343	2021	1	4	400	100	27				
Portomuiños	J	Mastocarpus stellatus	5	44340	2021	0.5	5	160	32	24				
Portomuiños	J	Undaria pinnatifida	5	44340	2021	0.5	5	150	30	24				
Portomuiños	K	Porphyra spp.	5	44342	2021	0.33	5	200	40	26				
Portomuiños	K	Ulva spp.	5	44342	2021	0.33	5	60	12	26				
Portomuiños	J	Porphyra spp.	5	44344	2021	0.5	5	117	23.4	28				
Portomuiños	J	Undaria pinnatifida	5	44344	2021	0.5	5	150	30	28				
Portomuiños	T	Porphyra spp.	5	44347	2021	1	4	141	35.25	31				
Portomuiños	B	Codium spp.	6	44355	2021	0.5	2	150	75	8				
Portomuiños	T	Porphyra spp.	6	44354	2021	1	2	100	50	7				
Portomuiños	I	Mastocarpus stellatus	6	44355	2021	0.5	5	317	63.4	8				
Portomuiños	O	Mastocarpus stellatus	6	44356	2021	1	3	232	77.33333333	9				
Portomuiños	Q	Mastocarpus stellatus	6	44358	2021	1	4	331	82.75	11				
Portomuiños	I	Mastocarpus stellatus	6	44369	2021	1	4	279	69.75	22				
Portomuiños	O	Mastocarpus stellatus	6	44370	2021	1	4	265	66.25	23				
Portomuiños	Q	Mastocarpus stellatus	6	44371	2021	1	4	466	116.5	24				
Portomuiños	I	Mastocarpus stellatus	6	44372	2021	1	4	400	100	25				
Portomuiños	B	Codium spp.	7	44385	2021	0.33	10	320	32	8				
Portomuiños	B	Undaria pinnatifida	7	44385	2021	0.33	10	300	30	8				
Portomuiños	B	Laminaria spp.	7	44385	2021	0.34	10	800	80	8				
Portomuiños	T	Ascophyllum nodosum	7	44389	2021	0.25	2	100	50	12				
Portomuiños	K	Mastocarpus stellatus	7	44389	2021	0.25	4	470	117.5	12				
Portomuiños	K	Gigartina pistillata 	7	44389	2021	0.25	4	20	5	12				
Portomuiños	K	Ulva spp.	7	44389	2021	0.25	4	5	1.25	12				
Portomuiños	Q	Mastocarpus stellatus	7	44390	2021	0.5	3	272	90.66666667	13				
