Empresa	ZONA/BANCO	ESPECIE	MES	data	Año	DIAS TRABA	Nº PERSON	 Kg	CPUE	Día del Mes				
Portomuiños	Q	Gigartina pistillata 	7	44390	2021	0.5	3	80	26.66666667	13				
Portomuiños	H	Mastocarpus stellatus	7	44391	2021	0.33	5	550	110	14				
Portomuiños	H	Gigartina pistillata 	7	44391	2021	0.33	5	65	13	14				
Portomuiños	H	Ulva spp.	7	44391	2021	0.33	5	10	2	14				
Portomuiños	D	Laminaria spp.	7	44392	2021	1	10	1200	120	15				
Portomuiños	D	Laminaria spp.	7	44397	2021	1	14	1300	92.85714286	20				
Portomuiños	Q	Mastocarpus stellatus	7	44399	2021	0.33	20	200	1	22				
Portomuiños	Q	Gigartina pistillata 	7	44399	2021	0.33	20	20	1	22				
Portomuiños	Q	Ulva spp.	7	44399	2021	0.33	10	10	1	22				
Portomuiños	T	Ascophyllum nodosum	7	44404	2021	1	2	80	40	27				
Portomuiños	Q	Mastocarpus stellatus	8	44418	2021	0.5	2	30	15	10				
Portomuiños	Q	Gigartina pistillata 	8	44418	2021	0.5	2	20	10	10				
Portomuiños	B	Codium spp.	8	44419	2021	1	5	470	94	11				
Portomuiños	B	Codium spp.	8	44425	2021	1	3	270	90	17				
Portomuiños	Q	Codium spp.	9	44455	2021	0.5	5	920	184	16				
Portomuiños	A	Ulva spp.	9	44455	2021	0.5	7	1200	171.4285714	16				
Portomuiños	A	Codium spp.	9	44459	2021	0.5	6	1092	182	20				
Portomuiños	A	Ulva spp.	9	44459	2021	0.5	5	800	160	20				
Portomuiños	A	Codium spp.	10	44477	2021	0.25	3	400	133.3333333	8				
Portomuiños	A	Codium spp.	10	44494	2021	0.2	3	460	153.3333333	25				
Portomuiños	J	Mastocarpus stellatus	10	44477	2021	0.25	3	40	13.33333333	8				
Portomuiños	J	Gigartina pistillata 	10	44477	2021	0.25	3	195	65	8				
Portomuiños	Q	Mastocarpus stellatus	10	44494	2021	0.2	3	100	33.33333333	25				
Portomuiños	Q	Gigartina pistillata 	10	44494	2021	0.2	3	60	20	25				
Portomuiños	Q	Fucus spp.	10	44494	2021	0.2	3	10	3.333333333	25				
Portomuiños	T	Ascophyllum nodosum	10	44477	2021	0.25	1	20	20	8				
Portomuiños	T	Ascophyllum nodosum	10	44494	2021	0.2	1	6	6	25				
Portomuiños	A	Codium spp.	11	44504	2021	1	2	200	100	4				
Portomuiños	Q	Codium spp.	11	44525	2021	0.2	8	460	57.5	25				
Portomuiños	Q	Mastocarpus stellatus	11	44525	2021	0.2	8	100	12.5	25				
Portomuiños	Q	Gigartina pistillata 	11	44525	2021	0.2	8	60	7.5	25				
Portomuiños	Q	Fucus spp.	11	44525	2021	0.2	8	10	1.25	25				
Portomuiños	Q	Ascophyllum nodosum	11	44525	2021	0.2	8	6	0.75	25				
Portomuiños	D	Fucus spp.	12	44545	2021	0.33	8	150	18.75	15				
Portomuiños	D	Codium spp.	12	44545	2021	0.33	8	484	60.5	15				
Portomuiños	D	Osmundea pinnatifida	12	44545	2021	0.33	8	6	0.75	15				
Portomuiños	T	Ascophyllum nodosum	1	44586	2022	1	1	10	10	25				
Portomuiños	Q	Chondrus crispus	1	44587	2022	0.33	2	15	7.5	26				
Portomuiños	Q	Mastocarpus stellatus	1	44587	2022	0.33	2	20	10	26				
Portomuiños	Q	Gigartina pistillata 	1	44587	2022	0.34	2	5	2.5	26				
Portomuiños	B	Codium spp.	1	44568	2022	0.5	2	250	125	7				
Portomuiños	B	Undaria pinnatifida	1	44568	2022	0.5	2	10	5	7				
Portomuiños	D	Codium spp.	1	44578	2022	0.5	4	600	150	17				
Portomuiños	D	Himanthalia elongata	1	44578	2022	0.5	4	4	1	17				
Portomuiños	D	Osmundea pinnatifida	1	44581	2022	0.33	2	1	0.5	20				
Portomuiños	D	Gigartina pistillata 	1	44581	2022	0.33	2	10	5	20				
Portomuiños	D	Mastocarpus stellatus	1	44581	2022	0.33	2	6	3	20				
Portomuiños	B	Undaria pinnatifida	2	44602	2022	1	2	200	100	10				
Portomuiños	B	Undaria pinnatifida	2	44606	2022	1	2	250	125	14				
Portomuiños	B	Undaria pinnatifida	2	44607	2022	1	2	310	155	15				
Portomuiños	J	Chondrus crispus	2	44600	2022	0.33	2	4	2	8				
Portomuiños	J	Mastocarpus stellatus	2	44600	2022	0.33	2	50	25	8				
Portomuiños	J	Gigartina pistillata 	2	44600	2022	0.33	2	20	10	8				
Portomuiños	T	Ascophyllum nodosum	2	44595	2022	1	2	10	5	3				
Portomuiños	D	Undaria pinnatifida	2	44602	2022	1	2	120	60	10				
Portomuiños	B	Undaria pinnatifida	2	44606	2022	1	2	130	65	14				
Portomuiños	D	Undaria pinnatifida	2	44607	2022	1	6	560	93.33333333	15				
Portomuiños	D	Laminaria spp.	2	44614	2022	1	6	320	53.33333333	22				
Portomuiños	T	Ascophyllum nodosum	2	44616	2022	0.5	2	12	6	24				
Portomuiños	D	Codium spp.	2	44620	2022	0.5	5	800	160	28				
Portomuiños	A	Himanthalia elongata	2	44620	2022	0.5	3	230	76.66666667	28				
Portomuiños	D	Undaria pinnatifida	2	44616	2022	0.5	3	180	60	24				
Portomuiños	A	Undaria pinnatifida	3	44627	2022	0.25	3	250	83.33333333	7				
Portomuiños	Q	Chondrus crispus	3	44629	2022	1	2	2	1	9				
Portomuiños	Q	Mastocarpus stellatus	3	44634	2022	1	2	6	3	14				
Portomuiños	Q	Gigartina pistillata 	3	44641	2022	0.5	2	15	7.5	21				
Portomuiños	K	Chondrus crispus	3	44627	2022	0.25	2	4	2	7				
Portomuiños	K	Mastocarpus stellatus	3	44627	2022	0.25	2	20	10	7				
Portomuiños	K	Gigartina pistillata 	3	44627	2022	0.25	2	8	4	7				
Portomuiños	D	Codium spp.	3	44641	2022	0.5	4	600	150	21				
Portomuiños	A	Codium spp.	3	44642	2022	1	9	500	55.55555556	22				
Portomuiños	A	Undaria pinnatifida	3	44643	2022	1	9	1000	111.1111111	23				
Portomuiños	B	Laminaria spp.	3	44648	2022	1	6	800	133.3333333	28				
Portomuiños	B	Himanthalia elongata	4	44655	2022	0.5	5	500	100	4				
Portomuiños	B	Codium spp.	4	44655	2022	0.5	9	450	50	4				
Portomuiños	A	Undaria pinnatifida	4	44656	2022	1	9	900	100	5				
Portomuiños	B	Laminaria spp.	4	44658	2022	1	5	400	80	7				
Portomuiños	A	Himanthalia elongata	4	44669	2022	0.5	5	200	40	18				
Portomuiños	Q	Chondrus crispus	4	44669	2022	0.5	3	10	3.333333333	18				
Portomuiños	Q	Mastocarpus stellatus	4	44672	2022	0.5	3	50	16.66666667	21				
Portomuiños	Q	Gigartina pistillata 	4	44672	2022	0.5	3	10	3.333333333	21				
Portomuiños	Q	Osmundea pinnatifida	4	44657	2022	0.25	3	3	1	6				
Portomuiños	H	Chondrus crispus	4	44657	2022	0.25	4	5	1.25	6				
Portomuiños	H	Mastocarpus stellatus	4	44657	2022	0.25	4	50	12.5	6				
Portomuiños	H	Gigartina pistillata 	4	44657	2022	0.25	4	15	3.75	6				
Portomuiños	H	Codium spp.	4	44671	2022	0.25	4	150	37.5	20				
Portomuiños	T	Ascophyllum nodosum	4	44671	2022	0.25	2	20	10	20				
Portomuiños	T	Ascophyllum nodosum	4	44671	2022	0.25	1	15	15	20				
Portomuiños	D	Undaria pinnatifida	4	44671	2022	0.25	6	150	25	20				
Portomuiños	D	Mastocarpus stellatus	4	44670	2022	1	6	424	70.66666667	19				
Portomuiños	D	Gigartina pistillata 	5	44685	2022	1	6	121	20.16666667	4				
Portomuiños	D	Codium spp.	5	44683	2022	0.25	6	150	25	2				
Portomuiños	D	Undaria pinnatifida	5	44683	2022	0.25	5	305	61	2				
Portomuiños	K	Mastocarpus stellatus	5	44683	2022	0.25	5	100	20	2				
Portomuiños	K	Mastocarpus stellatus	5	44683	2022	0.25	5	260	52	2				
Portomuiños	K	Undaria pinnatifida	5	44684	2022	0.5	5	300	60	3				
Portomuiños	J	Mastocarpus stellatus	5	44684	2022	0.5	4	330	82.5	3				
Portomuiños	J	Porphyra spp.	5	44686	2022	0.5	4	196	49	5				
Portomuiños	K	Undaria pinnatifida	5	44686	2022	0.5	4	110	27.5	5				
Portomuiños	K	Mastocarpus stellatus	5	44694	2022	1	4	270	67.5	13				
Portomuiños	J	Undaria pinnatifida	5	44699	2022	1	4	183	45.75	18				
Portomuiños	J	Mastocarpus stellatus	5	44704	2022	0.5	4	520	130	23				
Portomuiños	D	Codium spp.	5	44704	2022	0.5	3	480	160	23				
Portomuiños	J	Mastocarpus stellatus	5	44712	2022	0.5	4	480	120	31				
Portomuiños	J	Porphyra spp.	5	44712	2022	0.5	4	106	26.5	31				
Portomuiños	J	Porphyra spp.	6	44713	2022	0.5	4	90	22.5	1				
Portomuiños	Q	Mastocarpus stellatus	6	44713	2022	0.5	3	277	92.33333333	1				
Portomuiños	Q	Gigartina pistillata 	6	44715	2022	1	3	24	8	3				
Portomuiños	Q	Chondrus crispus	6	44718	2022	1	3	3	1	6				
Portomuiños	H	Mastocarpus stellatus	6	44727	2022	0.33	6	136	22.66666667	15				
Portomuiños	H	Gigartina pistillata 	6	44727	2022	0.33	6	160	26.66666667	15				
Portomuiños	H	Codium spp.	6	44727	2022	0.33	6	550	91.66666667	15				
Portomuiños	J	Porphyra spp.	6	44728	2022	0.33	4	140	35	16				
Portomuiños	Q	Mastocarpus stellatus	6	44728	2022	0.33	4	222	55.5	16				
Portomuiños	Q	Gigartina pistillata 	6	44728	2022	0.33	4	6	1.5	16				
Portomuiños	Q	Chondrus crispus	6	44741	2022	1	4	20	5	29				
Portomuiños	H	Mastocarpus stellatus	7	44754	2022	0.33	4	185	46.25	12				
Portomuiños	H	Gigartina pistillata 	7	44754	2022	0.33	4	30	7.5	12				
Portomuiños	J	Mastocarpus stellatus	7	44754	2022	0.33	6	365	60.83333333	12				
Portomuiños	J	Gigartina pistillata 	7	44755	2022	0.5	6	110	18.33333333	13				
Portomuiños	J	Mastocarpus stellatus	7	44755	2022	0.5	4	175	43.75	13				
Portomuiños	J	Gigartina pistillata 	7	44757	2022	0.5	4	45	11.25	15				
Portomuiños	D	Codium spp.	7	44757	2022	0.5	3	370	123.3333333	15				
Portomuiños	B	Codium spp.	7	44760	2022	0.5	4	500	125	18				
Portomuiños	T	Ascophyllum nodosum	7	44760	2022	0.5	1	15	15	18				
Portomuiños	D	Codium spp.	7	44753	2022	1	3	550	183.3333333	11				
Portomuiños	D	Codium spp.	7	44762	2022	1	3	420	140	20				
Portomuiños	J	Chondrus crispus	7	44761	2022	1	5	13	2.6	19				
Portomuiños	J	Mastocarpus stellatus	8	44782	2022	1	5	282	56.4	9				
Portomuiños	J	Gigartina pistillata 	8	44795	2022	1	5	82	16.4	22				
Portomuiños	J	Porphyra spp.	8	44774	2022	0.25	5	100	20	1				
Portomuiños	K	Chondrus crispus	8	44774	2022	0.25	5	37	7.4	1				
Portomuiños	K	Mastocarpus stellatus	8	44774	2022	0.25	5	196	39.2	1				
Portomuiños	K	Gigartina pistillata 	8	44774	2022	0.25	5	197	39.4	1				
Portomuiños	Q	Gigartina pistillata 	8	44784	2022	0.33	4	169	42.25	11				
Portomuiños	Q	Mastocarpus stellatus	8	44784	2022	0.33	4	65	16.25	11				
Portomuiños	Q	Chondrus crispus	8	44784	2022	0.33	4	28	7	11				
Portomuiños	Q	Chondrus crispus	8	44785	2022	0.33	5	44	8.8	12				
Portomuiños	K	Gigartina pistillata 	8	44785	2022	0.33	5	218	43.6	12				
Portomuiños	K	Gigartina pistillata 	8	44785	2022	0.33	4	278	69.5	12				
Portomuiños	Q	Chondrus crispus	8	44789	2022	0.5	4	30	7.5	16				
Portomuiños	Q	Mastocarpus stellatus	8	44789	2022	0.5	4	70	17.5	16				
Portomuiños	T	Ascophyllum nodosum	8	44790	2022	0.33	1	10	10	17				
Portomuiños	D	Codium spp.	8	44790	2022	0.33	2	300	150	17				
Portomuiños	Q	Mastocarpus stellatus	8	44790	2022	0.33	4	170	42.5	17				
Portomuiños	Q	Gigartina pistillata 	8	44791	2022	1	4	280	70	18				
Portomuiños	Q	Chondrus crispus	9	44816	2022	1	4	15	3.75	12				
Portomuiños	J	Gigartina pistillata 	9	44805	2022	0.33	5	380	76	1				
Portomuiños	J	Chondrus crispus	9	44805	2022	0.33	5	41	8.2	1				
Portomuiños	J	Mastocarpus stellatus	9	44805	2022	0.33	5	10	2	1				
Portomuiños	H	Mastocarpus stellatus	9	44806	2022	0.33	4	178	44.5	2				
Portomuiños	H	Chondrus crispus	9	44806	2022	0.33	4	30	7.5	2				
Portomuiños	H	Gigartina pistillata 	9	44806	2022	0.33	4	35	8.75	2				
Portomuiños	Q	Gigartina pistillata 	9	44813	2022	0.33	4	440	110	9				
Portomuiños	Q	Chondrus crispus	9	44813	2022	0.33	6	10	1.666666667	9				
Portomuiños	Q	Chondrus crispus	9	44813	2022	0.33	6	32	5.333333333	9				
Portomuiños	Q	Gigartina pistillata 	9	44816	2022	0.5	6	255	42.5	12				
Portomuiños	Q	Mastocarpus stellatus	9	44816	2022	0.5	6	170	28.33333333	12				
Portomuiños	D	Codium spp.	9	44817	2022	0.5	6	600	100	13				
Portomuiños	A	Codium spp.	9	44817	2022	0.5	6	400	66.66666667	13				
Portomuiños	J	Mastocarpus stellatus	9	44830	2022	1	3	90	30	26				
Portomuiños	J	Chondrus crispus	10	44838	2022	1	3	270	90	4				
Portomuiños	B	Codium spp.	11	44867	2022	1	4	400	100	2				
Portomuiños	B	Codium spp.	10	44852	2022	1	4	200	50	18				
Portomuiños	B	Codium spp.	10	44845	2022	0.5	4	250	62.5	11				
Portomuiños	B	Codium spp.	10	44845	2022	0.5	4	600	150	11				
Portomuiños	B	Laminaria spp.	11	44867	2022	1	5	520	104	2				
Portomuiños	J	Chondrus crispus	11	44886	2022	1	2	40	20	21				
Portomuiños	J	Mastocarpus stellatus	11	44893	2022	1	2	55	27.5	28				
Portomuiños	J	Gigartina pistillata 	1	44945	2023	1	2	30	15	19				
Portomuiños	D	Laminaria spp.	2	44959	2023	1	4	387	96.75	2				
Portomuiños	B	Codium spp.	2	44966	2023	0.33	2	100	50	9				
Portomuiños	K	Gigartina pistillata 	2	44966	2023	0.33	2	30	15	9				
Portomuiños	K	Mastocarpus stellatus	2	44966	2023	0.33	2	40	20	9				
Portomuiños	K	Chondrus crispus	2	44971	2023	1	2	4	2	14				
Portomuiños	B	Codium spp.	2	44981	2023	0.25	2	150	75	24				
Portomuiños	B	Codium spp.	2	44981	2023	0.25	2	160	80	24				
Portomuiños	H	Mastocarpus stellatus	2	44981	2023	0.25	4	20	5	24				
Portomuiños	H	Laminaria spp.	2	44981	2023	0.25	4	150	37.5	24				
Portomuiños	H	Gigartina pistillata 	3	44993	2023	1	4	40	10	8				
Portomuiños	T	Ascophyllum nodosum	3	45005	2023	1	2	15	7.5	20				
Portomuiños	A	Codium spp.	3	45007	2023	0.33	6	500	83.33333333	22				
Portomuiños	A	Undaria pinnatifida	3	45007	2023	0.33	6	300	50	22				
Portomuiños	J	Chondrus crispus	3	45007	2023	0.33	3	40	13.33333333	22				
Portomuiños	J	Mastocarpus stellatus	3	45013	2023	1	3	55	18.33333333	28				
Portomuiños	J	Gigartina pistillata 	4	45020	2023	0.5	3	30	10	4				
Portomuiños	Q	Osmundea pinnatifida	4	45020	2023	0.5	4	240	60	4				
Portomuiños	B	Himanthalia elongata	4	45025	2023	0.33	12	2200	183.3333333	9				
Portomuiños	Q	Osmundea pinnatifida	4	45025	2023	0.33	4	135	33.75	9				
Portomuiños	A	Himanthalia elongata	4	45025	2023	0.33	11	2000	181.8181818	9				
Portomuiños	Q	Osmundea pinnatifida	4	45027	2023	1	4	180	45	11				
Portomuiños	B	Codium spp.	4	45029	2023	1	5	500	100	13				
Portomuiños	B	Undaria pinnatifida	4	45030	2023	0.5	5	150	30	14				
Portomuiños	Q	Mastocarpus stellatus	4	45030	2023	0.5	3	375	125	14				
Portomuiños	Q	Chondrus crispus	4	45035	2023	1	2	15	7.5	19				
Portomuiños	Q	Gigartina pistillata 	5	45049	2023	0.5	2	20	10	3				
Portomuiños	Q	Mastocarpus stellatus	5	45049	2023	0.5	2	20	10	3				
Portomuiños	Q	Gigartina pistillata 	5	45051	2023	1	2	15	7.5	5				
Portomuiños	Q	Mastocarpus stellatus	5	45055	2023	0.33	2	10	5	9				
Portomuiños	B	Laminaria spp.	5	45055	2023	0.33	6	500	83.33333333	9				
Portomuiños	K	Mastocarpus stellatus	5	45055	2023	0.33	4	635	158.75	9				
Portomuiños	K	Chondrus crispus	5	45061	2023	0.5	4	18	4.5	15				
Portomuiños	T	Ascophyllum nodosum	5	45061	2023	0.5	2	30	15	15				
Portomuiños	Q	Mastocarpus stellatus	5	45062	2023	1	2	160	80	16				
Portomuiños	D	Himanthalia elongata	5	45064	2023	0.33	8	828	103.5	18				
Portomuiños	J	Mastocarpus stellatus	5	45064	2023	0.33	3	260	86.66666667	18				
Portomuiños	D	Laminaria spp.	5	45064	2023	0.33	6	580	96.66666667	18				
Portomuiños	H	Gigartina pistillata 	5	45068	2023	1	3	215	71.66666667	22				
Portomuiños	H	Mastocarpus stellatus	5	45070	2023	1	3	9	3	24				
Portomuiños	D	Laminaria spp.	6	45079	2023	1	10	1346	134.6	2				
Portomuiños	J	Gigartina pistillata 	6	45082	2023	0.33	3	200	66.66666667	5				
Portomuiños	J	Mastocarpus stellatus	6	45082	2023	0.33	3	28	9.333333333	5				
Portomuiños	B	Laminaria spp.	6	45082	2023	0.33	7	492	70.28571429	5				
Portomuiños	T	Ascophyllum nodosum	6	45083	2023	0.33	2	10	5	6				
Portomuiños	D	Laminaria spp.	6	45083	2023	0.33	7	493	70.42857143	6				
Portomuiños	H	Mastocarpus stellatus	6	45083	2023	0.33	2	129	64.5	6				
Portomuiños	H	Gigartina pistillata 	6	45089	2023	1	2	44	22	12				
Portomuiños	J	Mastocarpus stellatus	6	45090	2023	1	2	53	26.5	13				
Portomuiños	J	Gigartina pistillata 	6	45092	2023	0.33	2	42	21	15				
Portomuiños	B	Laminaria spp.	6	45092	2023	0.33	7	676	96.57142857	15				
Portomuiños	B	Laminaria spp.	6	45092	2023	0.33	7	512	73.14285714	15				
Portomuiños	B	Laminaria spp.	6	45093	2023	0.5	7	508	72.57142857	16				
Portomuiños	J	Gigartina pistillata 	6	45093	2023	0.5	3	272	90.66666667	16				
Portomuiños	H	Mastocarpus stellatus	6	45096	2023	1	2	13	6.5	19				
Portomuiños	H	Gigartina pistillata 	6	45097	2023	1	2	103	51.5	20				
Portomuiños	J	Gigartina pistillata 	6	45098	2023	1	2	148	74	21				
Portomuiños	T	Ascophyllum nodosum	7	45111	2023	1	2	8	4	4				
Portomuiños	B	Codium spp.	7	45112	2023	0.5	6	100	16.66666667	5				
Portomuiños	D	Gigartina pistillata 	7	45112	2023	0.5	6	143	23.83333333	5				
Portomuiños	D	Mastocarpus stellatus	7	45114	2023	1	6	107	17.83333333	7				
Portomuiños	B	Codium spp.	7	45118	2023	1	4	195	48.75	11				
Portomuiños	D	Codium spp.	7	45127	2023	0.33	4	190	47.5	20				
Portomuiños	A	Codium spp.	7	45127	2023	0.33	2	32	16	20				
Portomuiños	J	Gigartina pistillata 	7	45127	2023	0.33	4	183.5	45.875	20				
Portomuiños	J	Mastocarpus stellatus	7	45135	2023	1	4	100	25	28				
Portomuiños	Q	Codium spp.	7	45138	2023	1	6	364	60.66666667	31				
Portomuiños	Q	Gigartina pistillata 	8	45139	2023	0.33	6	235	39.16666667	1				
Portomuiños	D	Codium spp.	8	45139	2023	0.33	6	230	38.33333333	1				
Portomuiños	A	Codium spp.	8	45139	2023	0.33	6	235	39.16666667	1				
Portomuiños	J	Codium spp.	8	45141	2023	0.5	2	235	117.5	3				
Portomuiños	D	Codium spp.	8	45141	2023	0.5	4	170	42.5	3				
Portomuiños	K	Codium spp.	8	45142	2023	1	2	144	72	4				
Portomuiños	K	Mastocarpus stellatus	8	45146	2023	0.5	4	255	63.75	8				
Portomuiños	Q	Chondrus crispus	8	45146	2023	0.5	2	18	9	8				
Portomuiños	Q	Mastocarpus stellatus	8	45147	2023	1	2	130	65	9				
Portomuiños	T	Ascophyllum nodosum	8	45152	2023	0.5	1	6	6	14				
Portomuiños	D	Mastocarpus stellatus	8	45152	2023	0.5	5	378.35	75.67	14				
Portomuiños	D	Codium spp.	8	45155	2023	0.5	5	312.5	62.5	17				
Portomuiños	B	Codium spp.	8	45155	2023	0.5	4	537.5	134.375	17				
Portomuiños	D	Mastocarpus stellatus	8	45156	2023	1	3	170	56.66666667	18				
Portomuiños	D	Codium spp.	8	45167	2023	0.5	3	12	4	29				
Portomuiños	Q	Mastocarpus stellatus	8	45167	2023	0.5	4	551.5	137.875	29				
Portomuiños	Q	Mastocarpus stellatus	9	45183	2023	1	4	313.55	78.3875	14				
Portomuiños	Q	Mastocarpus stellatus	9	45187	2023	0.5	5	466	93.2	18				
Portomuiños	J	Gigartina pistillata 	9	45187	2023	0.5	2	150	75	18				
Portomuiños	H	Mastocarpus stellatus	9	45170	2023	1	2	21	10.5	1				
Portomuiños	T	Ascophyllum nodosum	9	45174	2023	1	2	12	0.5	5				
Portomuiños	B	Codium spp.	9	45183	2023	1	5	400	0.5	14				
Portomuiños	T	Ascophyllum nodosum	11	45257	2023	0.33	8	240	30	27				
Portomuiños	B	Codium spp.	11	45257	2023	0.33	4	250	62.5	27				
Portomuiños	A	Codium spp.	11	45257	2023	0.33	3	74	24.66666667	27				
Portomuiños	A	Mastocarpus stellatus	12	45272	2023	1	3	11	3.666666667	12				
Portomuiños	T	Ascophyllum nodosum	2	45350	2024	1	8	240	18.75	28				
Portomuiños	J	Ascophyllum nodosum	3	45363	2024	1	4	15	3.75	12				
Portomuiños	J	Ulva spp.	4	45394	2024	0.5	4	3	0.75	12				
Portomuiños	Q	Mastocarpus stellatus	4	45394	2024	0.5	3	52	17.33333333	12				
Portomuiños	Q	Codium spp.	4	45391	2024	0.33	3	60	20	9				
Portomuiños	A	Himanthalia elongata	4	45391	2024	0.33	14	2000	142.8571429	9				
Portomuiños	B	Himanthalia elongata	4	45391	2024	0.33	14	1663	118.7857143	9				
Portomuiños	D	Himanthalia elongata	4	45392	2024	0.5	14	2000	142.8571429	10				
Portomuiños	B	Himanthalia elongata	4	45392	2024	0.5	14	1420	101.4285714	10				
Portomuiños	A	Himanthalia elongata	5	45418	2024	1	10	900	90	6				
Portomuiños	D	Himanthalia elongata	5	45419	2024	1	10	300	30	7				
Portomuiños	K	Codium spp.	5	45425	2024	1	5	38	7.6	13				
Portomuiños	K	Gigartina pistillata 	5	45426	2024	1	5	55	11	14				
Portomuiños	K	Mastocarpus stellatus	5	45434	2024	1	5	104	20.8	22				
Portomuiños	Q	Mastocarpus stellatus	5	45435	2024	1	14	280	20	23				
Portomuiños	Q	Codium spp.	5	45422	2024	0.33	14	71	5.071428571	10				
Portomuiños	Q	Gigartina pistillata 	5	45422	2024	0.33	14	56	4	10				
Portomuiños	K	Osmundea pinnatifida	5	45422	2024	0.33	10	20	2	10				
Portomuiños	Q	Osmundea pinnatifida	5	45436	2024	0.33	10	20	2	24				
Portomuiños	T	Ascophyllum nodosum	5	45436	2024	0.33	8	20	2.5	24				
Portomuiños	A	Undaria pinnatifida	5	45436	2024	0.33	14	28	2	24				
Portomuiños	A	Himanthalia elongata	5	45439	2024	1	14	210	15	27				
Portomuiños	B	Codium spp.	5	45440	2024	0.5	14	436.5	31.17857143	28				
Portomuiños	A	Laminaria spp.	5	45440	2024	0.5	14	2400	171.4285714	28				
Portomuiños	D	Laminaria spp.	6	45450	2024	0.25	14	2200	157.1428571	7				
Portomuiños	D	Laminaria spp.	6	45450	2024	0.25	14	2000	142.8571429	7				
Portomuiños	Q	Mastocarpus stellatus	6	45450	2024	0.25	10	257	25.7	7				
Portomuiños	Q	Codium spp.	6	45453	2024	0.5	10	133	13.3	10				
Portomuiños	K	Mastocarpus stellatus	6	45455	2024	1	14	265	18.92857143	12				
Portomuiños	T	Ascophyllum nodosum	6	45460	2024	1	8	10	1.25	17				
Portomuiños	D	Laminaria spp.	6	45448	2024	0.5	14	2000	142.8571429	5				
Portomuiños	D	Laminaria spp.	6	45448	2024	0.5	14	2000	142.8571429	5				
Portomuiños	D	Laminaria spp.	6	45450	2024	0.25	14	2000	142.8571429	7				
Portomuiños	D	Laminaria spp.	6	45453	2024	0.5	14	2000	142.8571429	10				
Portomuiños	Q	Codium spp.	6	45463	2024	0.5	10	415	41.5	20				
Portomuiños	K	Codium spp.	6	45467	2024	1	10	435	43.5	24				
Portomuiños	K	Mastocarpus stellatus	6	45468	2024	1	10	360	36	25				
Portomuiños	Q	Mastocarpus stellatus	6	45471	2024	0.5	10	260	26	28				
Portomuiños	Q	Codium spp.	6	45457	2024	1	10	446	44.6	14				
Portomuiños	J	Mastocarpus stellatus	6	45463	2024	0.5	5	292	58.4	20				
Portomuiños	J	Codium spp.	6	45464	2024	1	5	105	21	21				
Portomuiños	Q	Codium spp.	6	45470	2024	1	5	250	50	27				
Portomuiños	J	Mastocarpus stellatus	6	45471	2024	0.5	6	360	60	28				
Portomuiños	Q	Mastocarpus stellatus	7	45478	2024	0.5	6	220	36.66666667	5				
Portomuiños	Q	Mastocarpus stellatus	7	45478	2024	0.5	2	86	43	5				
Portomuiños	J	Codium spp.	7	45488	2024	1	4	250	62.5	15				
Portomuiños	J	Mastocarpus stellatus	8	45510	2024	1	4	285	71.25	6				
Portomuiños	B	Codium spp.	8	45512	2024	1	4	537	134.25	8				
Portomuiños	D	Ulva spp.	8	45513	2024	1	10	1200	120	9				
Portomuiños	Q	Mastocarpus stellatus	8	45516	2024	1	6	355	59.16666667	12				
Portomuiños	Q	Mastocarpus stellatus	8	45524	2024	1	2	100	50	20				
Portomuiños	K	Mastocarpus stellatus	9	45549	2024	1	12	750	62.5	14				
Portomuiños	K	Mastocarpus stellatus	9	45551	2024	0.5	6	272	45.33333333	16				
Portomuiños	T	Ascophyllum nodosum	9	45537	2024	0.5	8	10	1.25	2				
Portomuiños	Q	Mastocarpus stellatus	9	45541	2024	1	2	100	50	6				
Portomuiños	K	Mastocarpus stellatus	9	45551	2024	0.5	12	750	62.5	16				
Portomuiños	K	Mastocarpus stellatus	9	45552	2024	1	6	272	45.33333333	17				
Portomuiños	T	Ascophyllum nodosum	9	45537	2024	0.5	8	10	1.25	2				
Portomuiños	B	Codium spp.	9	45553	2024	0.5	2	53	26.5	18				
Portomuiños	B	Codium spp.	9	45555	2024	0.5	2	56	28	20				
Portomuiños	K	Mastocarpus stellatus	9	45553	2024	0.5	12	377	31.41666667	18				
Portomuiños	K	Mastocarpus stellatus	9	45555	2024	0.5	6	419	69.83333333	20				
Portomuiños	B	Ulva spp.	10	45566	2024	1	8	650	81.25	1				
Portomuiños	B	Ulva spp.	10	45567	2024	1	8	500	62.5	2				
Portomuiños	Q	Mastocarpus stellatus	10	45575	2024	1	4	100	25	10				
Portomuiños	D	Codium spp.	10	45581	2024	1	8	180	22.5	16				
Portomuiños	T	Ascophyllum nodosum	10	45588	2024	1	8	5	0.625	23				
Portomuiños	Q	Mastocarpus stellatus	10	45589	2024	1	4	100	25	24				
Portomuiños	A	Codium spp.	11	45607	2024	1	3	90	30	11				
Portomuiños	K	Gigartina pistillata	11	45602	2024	1	6	80	13.33333333	6				
Portomuiños	K	Mastocarpus stellatus	11	45604	2024	1	8	150	18.75	8				
Portomuiños	Q	Mastocarpus stellatus	11	45614	2024	1	2	40	20	18				
Kombu del cantábrico	Praia Couso	Codium spp.	7	44403	2021	0.25	2	4.26	2.13	26				
Kombu del cantábrico	Praia Couso	Undaria pinnatifida	7	44403	2021	0.25	2	0.58	0.29	26				
