COFRADIA;ESPECIE;MES;data;Año;DIAS TRABA;Nº PERSON;Lonja Kg;Importe;Precio Kg en €;CPUE
A ILLA;Ulva spp.;9;05/09/2023;2023;1;14;2,569.00;2,094.00;0.815103153;183.5
A ILLA;Codium spp.;9;06/09/2023;2023;1;2;50.00;65.00;1.3;25
A ILLA;Ulva spp.;9;06/09/2023;2023;1;13;3,090.00;2,481.60;0.803106796;2.376.923.077
A ILLA;Codium spp.;9;11/09/2023;2023;1;1;50.00;39.00;0.78;50
A ILLA;Ulva spp.;9;11/09/2023;2023;1;19;4,507.00;3,844.10;0.852917684;2.372.105.263
A ILLA;Ulva spp.;9;12/09/2023;2023;1;18;4,440.00;3,689.80;0.831036036;2.466.666.667
A ILLA;Ulva spp.;9;13/09/2023;2023;1;18;4,469.00;3,721.00;0.832624748;2.482.777.778
A ILLA;Ulva spp.;9;18/09/2023;2023;1;15;3,587.00;2,997.60;0.835684416;2.391.333.333
A ILLA;Ulva spp.;9;19/09/2023;2023;1;18;4,420.00;3,688.20;0.834434389;2.455.555.556
A ILLA;Ulva spp.;9;20/09/2023;2023;1;18;4,368.00;3,642.50;0.833905678;2.426.666.667
A ILLA;Ulva spp.;9;25/09/2023;2023;1;15;4,104.00;3,400.00;0.828460039;273.6
A ILLA;Codium spp.;9;26/09/2023;2023;1;7;211.00;272.00;1.289.099.526;3.014.285.714
A ILLA;Ulva spp.;9;26/09/2023;2023;1;16;3,826.00;3,167.30;0.82783586;239.125
A ILLA;Ulva spp.;9;27/09/2023;2023;1;16;3,982.00;3,300.50;0.828854847;248.875
A ILLA;Ulva spp.;10;02/10/2023;2023;1;13;3,370.00;2,803.50;0.83189911;2.592.307.692
A ILLA;Codium spp.;10;03/10/2023;2023;1;1;23.00;29.90;1.3;23
A ILLA;Ulva spp.;10;03/10/2023;2023;1;16;3,868.00;3,392.60;0.877094105;241.75
A ILLA;Ulva spp.;10;04/10/2023;2023;1;12;2,875.00;23.40;0.00813913;2.395.833.333
A ILLA;Ulva spp.;10;09/10/2023;2023;1;6;1,245.00;1,120.00;0.899598394;207.5
A ILLA;Codium spp.;10;10/10/2023;2023;1;5;23.00;27.60;1.2;4.6
A ILLA;Ulva spp.;10;10/10/2023;2023;1;6;1,200.00;1,080.00;0.9;200
A ILLA;Ulva spp.;10;16/10/2023;2023;1;6;1,206.00;1,085.40;0.9;201
A ILLA;Codium spp.;10;24/10/2023;2023;1;3;66.00;46.20;0.7;22
A ILLA;Himanthalia elongata;10;24/10/2023;2023;1;3;66.00;46.20;0.7;22
A ILLA;Ulva spp.;10;24/10/2023;2023;1;3;198.00;198.00;1;66
A ILLA;Codium spp.;11;22/11/2023;2023;1;3;264.00;264.00;1;88
A ILLA;Gracilaria spp.;2;02/02/2024;2024;1;2;50.00;110.00;2.2;25
A ILLA;Saccharina lattissima;2;02/02/2024;2024;1;2;340.00;272.00;0.8;170
A ILLA;Saccharina lattissima;2;05/02/2024;2024;1;2;360.00;288.00;0.8;180
A ILLA;Gracilaria spp.;2;07/02/2024;2024;1;2;15.00;33.00;2.2;7.5
A ILLA;Himanthalia elongata;2;07/02/2024;2024;1;2;10.00;8.50;0.85;5
A ILLA;Saccharina lattissima;2;07/02/2024;2024;1;2;390.00;313.00;0.802564103;195
A ILLA;Saccharina lattissima;2;12/02/2024;2024;1;2;400.00;320.00;0.8;200
A ILLA;Ulva spp.;2;12/02/2024;2024;1;2;32.00;38.40;1.2;16
A ILLA;Saccharina lattissima;2;14/02/2024;2024;1;2;400.00;320.00;0.8;200
A ILLA;Saccharina lattissima;2;19/02/2024;2024;1;2;380.00;304.00;0.8;190
A ILLA;Saccharina lattissima;2;21/02/2024;2024;1;2;360.00;288.00;0.8;180
A ILLA;Saccharina lattissima;3;05/03/2024;2024;1;3;369.00;295.20;0.8;123
A ILLA;Saccharina lattissima;3;06/03/2024;2024;1;8;533.00;426.40;0.8;66.625
A ILLA;Ulva spp.;3;06/03/2024;2024;1;8;650.00;780.00;1.2;81.25
A ILLA;Saccharina lattissima;3;07/03/2024;2024;1;2;375.00;300.00;0.8;187.5
A ILLA;Undaria pinnatifida;3;11/03/2024;2024;1;14;3,566.00;2,951.80;0.827762199;2.547.142.857
A ILLA;Ulva spp.;3;11/03/2024;2024;1;10;540.00;648.00;1.2;54
A ILLA;Saccharina lattissima;3;12/03/2024;2024;1;10;338.00;304.00;0.899408284;33.8
A ILLA;Undaria pinnatifida;3;12/03/2024;2024;1;13;2,908.00;2,326.40;0.8;2.236.923.077
A ILLA;Ulva spp.;3;12/03/2024;2024;1;10;325.00;390.00;1.2;32.5
A ILLA;Saccharina lattissima;3;13/03/2024;2024;1;10;330.00;270.00;0.818181818;33
A ILLA;Undaria pinnatifida;3;13/03/2024;2024;1;14;3,370.00;2,696.00;0.8;2.407.142.857
A ILLA;Ulva spp.;3;13/03/2024;2024;1;10;494.00;592.00;1.198.380.567;49.4
A ILLA;Undaria pinnatifida;3;14/03/2024;2024;1;6;812.00;893.20;1.1;1.353.333.333
A ILLA;Gracilaria spp.;3;18/03/2024;2024;1;10;520.00;936.00;1.8;52
A ILLA;Saccharina lattissima;3;18/03/2024;2024;1;1;30.00;27.00;0.9;30
A ILLA;Undaria pinnatifida;3;18/03/2024;2024;1;14;3,144.00;2,525.20;0.803180662;2.245.714.286
A ILLA;Ulva spp.;3;18/03/2024;2024;1;10;650.00;780.00;1.2;65
A ILLA;Gracilaria spp.;3;19/03/2024;2024;1;10;560.00;1,008.00;1.8;56
A ILLA;Undaria pinnatifida;3;19/03/2024;2024;1;14;3,254.00;2,603.20;0.8;2.324.285.714
A ILLA;Gracilaria spp.;3;20/03/2024;2024;1;10;518.00;932.40;1.8;51.8
A ILLA;Undaria pinnatifida;3;20/03/2024;2024;1;14;3,283.00;2,626.40;0.8;234.5
A ILLA;Ulva spp.;3;20/03/2024;2024;1;10;560.00;672.00;1.2;56
A ILLA;Undaria pinnatifida;3;21/03/2024;2024;1;6;752.00;827.00;1.099.734.043;1.253.333.333
A ILLA;Gracilaria spp.;3;25/03/2024;2024;1;10;336.00;604.80;1.8;33.6
A ILLA;Undaria pinnatifida;3;25/03/2024;2024;1;14;3,654.00;3,013.20;0.824630542;261
A ILLA;Ulva spp.;3;25/03/2024;2024;1;10;560.00;672.00;1.2;56
A ILLA;Gracilaria spp.;3;26/03/2024;2024;1;10;257.00;462.00;179.766.537;25.7
A ILLA;Himanthalia elongata;3;26/03/2024;2024;1;10;350.00;315.00;0.9;35
A ILLA;Undaria pinnatifida;3;26/03/2024;2024;1;14;4,028.00;3,546.90;0.880561072;2.877.142.857
A ILLA;Saccharina lattissima;4;01/04/2024;2024;1;13;446.00;223.00;0.5;3.430.769.231
A ILLA;Undaria pinnatifida;4;01/04/2024;2024;1;13;2,720.00;2,176.00;0.8;2.092.307.692
A ILLA;Saccharina lattissima;4;03/04/2024;2024;1;2;210.00;105.00;0.5;105
A ILLA;Undaria pinnatifida;4;03/04/2024;2024;1;12;3,032.00;2,425.60;0.8;2.526.666.667
A ILLA;Saccharina lattissima;4;04/04/2024;2024;1;14;208.00;104.00;0.5;1.485.714.286
A ILLA;Undaria pinnatifida;4;04/04/2024;2024;1;14;3,463.00;2,770.40;0.8;2.473.571.429
A ILLA;Undaria pinnatifida;4;08/04/2024;2024;1;16;3,604.00;2,883.20;0.8;225.25
A ILLA;Codium spp.;4;09/04/2024;2024;1;4;48.00;105.60;2.2;12
A ILLA;Saccharina lattissima;4;09/04/2024;2024;1;13;354.00;177.00;0.5;2.723.076.923
A ILLA;Undaria pinnatifida;4;09/04/2024;2024;1;16;3,287.00;2,629.60;0.8;2.054.375
A ILLA;Codium spp.;4;10/04/2024;2024;1;10;77.00;169.40;2.2;7.7
A ILLA;Undaria pinnatifida;4;10/04/2024;2024;1;16;3,811.00;3,150.80;0.826764629;2.381.875
A ILLA;Undaria pinnatifida;4;11/04/2024;2024;1;8;735.00;808.50;1.1;91.875
A ILLA;Saccharina lattissima;4;15/04/2024;2024;1;13;112.00;100.80;0.9;8.615.384.615
A ILLA;Undaria pinnatifida;4;15/04/2024;2024;1;17;3,661.00;2,929.80;0.800273149;2.153.529.412
A ILLA;Undaria pinnatifida;4;16/04/2024;2024;1;17;3,894.00;3,295.20;0.846224961;2.290.588.235
A ILLA;Undaria pinnatifida;4;17/04/2024;2024;1;17;2,546.00;2,036.80;0.8;1.497.647.059
A ILLA;Himanthalia elongata;4;22/04/2024;2024;1;13;553.00;276.50;0.5;4.253.846.154
A ILLA;Undaria pinnatifida;4;22/04/2024;2024;1;14;2,581.00;2,104.80;0.815497869;1.843.571.429
A ILLA;Himanthalia elongata;4;23/04/2024;2024;1;17;600.00;300.00;0.5;3.529.411.765
A ILLA;Undaria pinnatifida;4;23/04/2024;2024;1;17;2,578.00;2,062.40;0.8;1.516.470.588
A ILLA;Himanthalia elongata;4;24/04/2024;2024;1;17;532.00;266.00;0.5;3.129.411.765
A ILLA;Undaria pinnatifida;4;24/04/2024;2024;1;17;2,518.00;2,014.40;0.8;1.481.176.471
A ILLA;Undaria pinnatifida;4;29/04/2024;2024;1;13;3,078.00;2,502.40;0.812995452;2.367.692.308
A ILLA;Himanthalia elongata;4;30/04/2024;2024;1;14;3,429.00;1,714.50;0.5;2.449.285.714
A ILLA;Codium spp.;5;02/05/2024;2024;1;10;35.00;77.00;2.2;3.5
A ILLA;Himanthalia elongata;5;02/05/2024;2024;1;13;2,902.00;1,451.00;0.5;2.232.307.692
A ILLA;Himanthalia elongata;5;06/05/2024;2024;1;12;1,573.00;786.50;0.5;1.310.833.333
A ILLA;Undaria pinnatifida;5;06/05/2024;2024;1;12;1,511.00;1,208.80;0.8;1.259.166.667
A ILLA;Himanthalia elongata;5;07/05/2024;2024;1;11;1,674.00;837.00;0.5;1.521.818.182
A ILLA;Undaria pinnatifida;5;07/05/2024;2024;1;11;1,768.00;1,598.40;0.904072398;1.607.272.727
A ILLA;Ulva spp.;5;07/05/2024;2024;1;5;33.00;39.60;1.2;6.6
A ILLA;Himanthalia elongata;5;08/05/2024;2024;1;12;1,695.00;847.50;0.5;141.25
A ILLA;Undaria pinnatifida;5;08/05/2024;2024;1;12;1,746.00;1,396.80;0.8;145.5
A ILLA;Ulva spp.;5;08/05/2024;2024;1;8;29.00;34.80;1.2;3.625
A ILLA;Himanthalia elongata;5;13/05/2024;2024;1;11;2,335.00;1,286.30;0.550877944;2.122.727.273
A ILLA;Undaria pinnatifida;5;13/05/2024;2024;1;12;1,821.00;1,456.80;0.8;151.75
A ILLA;Himanthalia elongata;5;14/05/2024;2024;1;13;1,846.00;923.00;0.5;142
A ILLA;Saccharina lattissima;5;14/05/2024;2024;1;10;571.00;513.90;0.9;57.1
A ILLA;Undaria pinnatifida;5;14/05/2024;2024;1;13;1,709.00;1,367.20;0.8;1.314.615.385
A ILLA;Himanthalia elongata;5;15/05/2024;2024;1;13;1,693.00;846.50;0.5;1.302.307.692
A ILLA;Undaria pinnatifida;5;15/05/2024;2024;1;13;1,724.00;1,379.20;0.8;1.326.153.846
A ILLA;Ulva spp.;5;15/05/2024;2024;1;9;199.00;238.80;1.2;2.211.111.111
A ILLA;Himanthalia elongata;5;20/05/2024;2024;1;12;2,276.00;1,258.00;0.552724077;1.896.666.667
A ILLA;Undaria pinnatifida;5;20/05/2024;2024;1;12;1,858.00;1,486.40;0.8;1.548.333.333
A ILLA;Ulva spp.;5;20/05/2024;2024;1;8;436.00;523.20;1.2;54.5
A ILLA;Himanthalia elongata;5;21/05/2024;2024;1;10;1,726.00;863.00;0.5;172.6
A ILLA;Undaria pinnatifida;5;21/05/2024;2024;1;10;1,614.00;1,291.20;0.8;161.4
A ILLA;Himanthalia elongata;5;22/05/2024;2024;1;13;2,328.00;1,286.40;0.55257732;1.790.769.231
A ILLA;Undaria pinnatifida;5;22/05/2024;2024;1;12;1,739.00;1,391.30;0.800057504;1.449.166.667
A ILLA;Himanthalia elongata;5;23/05/2024;2024;1;1;53.00;47.70;0.9;53
A ILLA;Ulva spp.;5;23/05/2024;2024;1;1;82.00;94.40;1.151.219.512;82
A ILLA;Himanthalia elongata;5;27/05/2024;2024;1;15;3,165.00;2,039.50;0.644391785;211
A ILLA;Saccharina lattissima;5;27/05/2024;2024;1;15;1,285.00;909.50;0.707782101;8.566.666.667
A ILLA;Undaria pinnatifida;5;27/05/2024;2024;1;15;2,204.00;1,862.00;0.844827586;1.469.333.333
A ILLA;Ulva spp.;5;27/05/2024;2024;1;10;583.00;699.60;1.2;58.3
A ILLA;Himanthalia elongata;5;28/05/2024;2024;1;15;3,510.00;2,074.60;0.591054131;234
A ILLA;Saccharina lattissima;5;28/05/2024;2024;1;15;1,045.00;731.50;0.7;6.966.666.667
A ILLA;Undaria pinnatifida;5;28/05/2024;2024;1;15;2,739.00;2,494.20;0.910624315;182.6
A ILLA;Codium spp.;5;29/05/2024;2024;1;2;6.00;15.00;2.5;3
A ILLA;Himanthalia elongata;5;29/05/2024;2024;1;15;3,143.00;1,571.50;0.5;2.095.333.333
A ILLA;Saccharina lattissima;5;29/05/2024;2024;1;15;1,001.00;500.50;0.5;6.673.333.333
A ILLA;Undaria pinnatifida;5;29/05/2024;2024;1;15;2,271.00;1,866.90;0.822060766;151.4
A ILLA;Ulva spp.;5;29/05/2024;2024;1;9;521.00;573.10;1.1;5.788.888.889
A ILLA;Himanthalia elongata;5;30/05/2024;2024;1;14;2,475.00;1,358.40;0.548848485;1.767.857.143
A ILLA;Saccharina lattissima;5;30/05/2024;2024;1;14;958.00;479.00;0.5;6.842.857.143
A ILLA;Himanthalia elongata;6;03/06/2024;2024;1;14;1,803.00;1,022.40;0.567054908;1.287.857.143
A ILLA;Saccharina lattissima;6;03/06/2024;2024;1;14;2,947.00;1,491.50;0.506107906;210.5
A ILLA;Undaria pinnatifida;6;03/06/2024;2024;1;14;611.00;488.80;0.8;4.364.285.714
A ILLA;Ulva spp.;6;03/06/2024;2024;1;10;417.00;462.20;1.108.393.285;41.7
A ILLA;Himanthalia elongata;6;04/06/2024;2024;1;16;990.00;495.00;0.5;61.875
A ILLA;Saccharina lattissima;6;04/06/2024;2024;1;16;4,260.00;2,130.00;0.5;266.25
A ILLA;Undaria pinnatifida;6;04/06/2024;2024;1;15;672.00;537.00;0.799107143;44.8
A ILLA;Himanthalia elongata;6;05/06/2024;2024;1;16;1,272.00;636.00;0.5;79.5
A ILLA;Saccharina lattissima;6;05/06/2024;2024;1;16;3,728.00;1,864.00;0.5;233
A ILLA;Himanthalia elongata;6;06/07/2024;2024;1;16;2,582.00;1,354.00;0.52439969;161.375
A ILLA;Saccharina lattissima;6;06/07/2024;2024;1;16;1,306.00;653.00;0.5;81.625
A ILLA;Himanthalia elongata;6;10/06/2024;2024;1;14;1,342.00;671.00;0.5;9.585.714.286
A ILLA;Saccharina lattissima;6;10/06/2024;2024;1;15;3,314.00;1,657.00;0.5;2.209.333.333
A ILLA;Himanthalia elongata;6;11/06/2024;2024;1;16;1,482.00;741.00;0.5;92.625
A ILLA;Saccharina lattissima;6;11/06/2024;2024;1;16;3,768.00;2,088.00;0.554140127;235.5
A ILLA;Himanthalia elongata;6;12/06/2024;2024;1;20;378.00;189.00;0.5;18.9
A ILLA;Saccharina lattissima;6;12/06/2024;2024;1;20;4,872.00;2,436.00;0.5;243.6
A ILLA;Undaria pinnatifida;6;12/06/2024;2024;1;20;1,099.00;879.20;0.8;54.95
A ILLA;Codium spp.;6;13/06/2024;2024;1;12;28.00;61.60;2.2;2.333.333.333
A ILLA;Saccharina lattissima;6;13/06/2024;2024;1;20;4,970.00;2,485.00;0.5;248.5
A ILLA;Undaria pinnatifida;6;13/06/2024;2024;1;20;1,240.00;992.00;0.8;62
A ILLA;Ulva spp.;6;13/06/2024;2024;1;1;30.00;36.00;1.2;30
A ILLA;Himanthalia elongata;6;17/06/2024;2024;1;16;710.00;497.00;0.7;44.375
A ILLA;Saccharina lattissima;6;17/06/2024;2024;1;17;4,077.00;2,038.50;0.5;2.398.235.294
A ILLA;Undaria pinnatifida;6;17/06/2024;2024;1;15;1,641.00;1,312.80;0.8;109.4
A ILLA;Himanthalia elongata;6;18/06/2024;2024;1;17;4,086.00;2,043.00;0.5;2.403.529.412
A ILLA;Ulva spp.;6;18/06/2024;2024;1;12;588.00;705.60;1.2;49
A ILLA;Gracilaria spp.;6;19/06/2024;2024;1;12;109.00;196.20;1.8;9.083.333.333
A ILLA;Himanthalia elongata;6;19/06/2024;2024;1;13;604.00;317.60;0.525827815;4.646.153.846
A ILLA;Saccharina lattissima;6;19/06/2024;2024;1;12;1,432.00;731.60;0.510893855;1.193.333.333
A ILLA;Undaria pinnatifida;6;19/06/2024;2024;1;11;1,534.00;1,238.90;0.807627119;1.394.545.455
A ILLA;Ulva spp.;6;19/06/2024;2024;1;11;403.00;443.30;1.1;3.663.636.364
A ILLA;Saccharina lattissima;6;25/06/2024;2024;1;8;2,000.00;1,000.00;0.5;250
A ILLA;Saccharina lattissima;7;01/07/2024;2024;1;10;2,500.00;1,250.00;0.5;250
A ILLA;Ulva spp.;7;01/07/2024;2024;1;10;180.00;144.00;0.8;18
A ILLA;Saccharina lattissima;7;02/07/2024;2024;1;11;2,750.00;1,495.00;0.543636364;250
A ILLA;Ulva spp.;7;02/07/2024;2024;1;11;650.00;640.00;0.984615385;5.909.090.909
A ILLA;Saccharina lattissima;7;03/07/2024;2024;1;12;3,000.00;1,500.00;0.5;250
A ILLA;Ulva spp.;7;03/07/2024;2024;1;12;660.00;528.00;0.8;55
A ILLA;Saccharina lattissima;7;08/07/2024;2024;1;13;3,250.00;1,625.00;0.5;250
A ILLA;Ulva spp.;7;08/07/2024;2024;1;13;238.00;190.40;0.8;1.830.769.231
A ILLA;Saccharina lattissima;7;09/07/2024;2024;1;4;325.00;292.50;0.9;81.25
A ILLA;Ulva spp.;7;09/07/2024;2024;1;4;310.00;372.00;1.2;77.5
A ILLA;Codium spp.;9;02/09/2024;2024;1;10;45.00;58.50;1.3;4.5
A ILLA;Ulva spp.;9;02/09/2024;2024;1;13;2,625.00;2,310.00;0.88;2.019.230.769
A ILLA;Ulva spp.;9;03/09/2024;2024;1;13;4,670.00;3,744.00;0.801713062;3.592.307.692
A ILLA;Ulva spp.;9;04/09/2024;2024;1;13;4,366.00;3,492.00;0.799816766;3.358.461.538
A ILLA;Ulva spp.;9;05/09/2024;2024;1;11;4,755.00;3,804.00;0.8;4.322.727.273
A ILLA;Codium spp.;9;09/09/2024;2024;1;7;47.00;61.10;1.3;6.714.285.714
A ILLA;Ulva spp.;9;09/09/2024;2024;1;10;4,959.00;4,177.20;0.842347247;495.9
A ILLA;Ulva spp.;9;10/09/2024;2024;1;12;4,339.00;3,471.20;0.8;3.615.833.333
A ILLA;Codium spp.;9;12/09/2024;2024;1;8;290.00;290.00;1;36.25
A ILLA;Ulva spp.;9;12/09/2024;2024;1;11;4,688.00;3,855.40;0.822397611;4.261.818.182
A ILLA;Himanthalia elongata;9;16/09/2024;2024;1;10;60.00;48.00;0.8;6
A ILLA;Ulva spp.;9;16/09/2024;2024;1;13;5,068.00;4,240.20;0.836661405;3.898.461.538
A ILLA;Codium spp.;9;17/09/2024;2024;1;9;48.00;62.40;1.3;5.333.333.333
A ILLA;Ulva spp.;9;17/09/2024;2024;1;13;4,564.00;3,741.20;0.819719544;3.510.769.231
A ILLA;Codium spp.;9;18/09/2024;2024;1;10;103.00;144.20;1.4;10.3
A ILLA;Saccharina lattissima;9;18/09/2024;2024;1;10;36.00;32.40;0.9;3.6
A ILLA;Ulva spp.;9;18/09/2024;2024;1;13;4,345.00;3,566.40;0.820805524;3.342.307.692
A ILLA;Ulva spp.;9;19/09/2024;2024;1;14;4,238.00;3,390.00;0.799905616;3.027.142.857
A ILLA;Codium spp.;9;23/09/2024;2024;1;3;30.00;39.00;1.3;10
A ILLA;Ulva spp.;9;23/09/2024;2024;1;13;4,505.00;3,736.00;0.829300777;3.465.384.615
A ILLA;Ulva spp.;9;24/09/2024;2024;1;11;4,366.00;3,662.30;0.838822721;3.969.090.909
A ILLA;Ulva spp.;9;25/09/2024;2024;1;11;2,145.00;1,716.00;0.8;195
A ILLA;Ulva spp.;9;26/09/2024;2024;1;12;2,019.00;1,615.20;0.8;168.25
A ILLA;Codium spp.;9;30/09/2024;2024;1;1;55.00;71.50;1.3;55
A ILLA;Ulva spp.;9;30/09/2024;2024;1;11;4,337.00;3,570.40;0.823241872;3.942.727.273
A ILLA;Ulva spp.;10;01/10/2024;2024;1;11;2,156.00;1,724.80;0.8;196
A ILLA;Ulva spp.;10;02/10/2024;2024;1;12;2,901.00;2,551.20;0.879420889;241.75
A ILLA;Ulva spp.;10;03/10/2024;2024;1;12;2,901.00;2,551.20;0.879420889;241.75
A ILLA;Ulva spp.;10;07/10/2024;2024;1;9;2,138.00;1,909.60;0.893171188;2.375.555.556
A ILLA;Ulva spp.;10;08/10/2024;2024;1;5;655.00;786.00;1.2;131
A ILLA;Ulva spp.;10;14/10/2024;2024;1;9;1,596.00;1,276.80;0.8;1.773.333.333
A ILLA;Ulva spp.;10;15/10/2024;2024;1;11;2,125.00;1,905.20;0.896564706;1.931.818.182
A ILLA;Ulva spp.;10;16/10/2024;2024;1;10;1,968.00;1,709.70;0.86875;196.8
A ILLA;Ulva spp.;10;17/10/2024;2024;1;9;2,042.00;1,776.00;0.869735553;2.268.888.889
A ILLA;Codium spp.;10;21/10/2024;2024;1;3;40.00;52.00;1.3;1.333.333.333
A ILLA;Ulva spp.;10;21/10/2024;2024;1;3;435.00;478.50;1.1;145
A ILLA;Ulva spp.;10;22/10/2024;2024;1;4;450.00;495.00;1.1;112.5
A ILLA;Ulva spp.;10;23/10/2024;2024;1;2;315.00;346.50;1.1;157.5
A ILLA;Codium spp.;10;28/10/2024;2024;1;3;28.20;74.75;265.070.922;9.4
A ILLA;Ulva spp.;10;28/10/2024;2024;1;3;400.00;400.00;1;1.333.333.333
A ILLA;Ulva spp.;10;29/10/2024;2024;1;4;465.00;418.50;0.9;116.25
A ILLA;Codium spp.;11;04/11/2024;2024;1;2;30.00;37.50;1.25;15
A ILLA;Ulva spp.;11;04/11/2024;2024;1;2;310.00;27.00;0.087096774;155
A ILLA;Codium spp.;11;05/11/2024;2024;1;4;114.00;159.60;1.4;28.5
A ILLA;Ulva spp.;11;05/11/2024;2024;1;4;648.00;777.60;1.2;162
A ILLA;Ulva spp.;11;06/11/2024;2024;1;8;1,694.00;1,355.20;0.8;211.75
A ILLA;Codium spp.;11;11/11/2024;2024;1;2;34.00;42.50;1.25;17
A ILLA;Ulva spp.;11;11/11/2024;2024;1;2;100.00;80.00;0.8;50
A ILLA;Ulva spp.;11;14/11/2024;2024;1;7;2,256.00;2,368.80;1.05;3.222.857.143
A ILLA;Codium spp.;11;19/11/2024;2024;1;1;60.00;75.00;1.25;60
A ILLA;Ulva spp.;11;19/11/2024;2024;1;10;2,072.00;1,657.60;0.8;207.2
A ILLA;Ulva spp.;11;20/11/2024;2024;1;8;2,005.00;1,604.00;0.8;250.625
A ILLA;Ulva spp.;11;21/11/2024;2024;1;10;2,093.00;1,674.40;0.8;209.3
A ILLA;Codium spp.;11;25/11/2024;2024;1;6;72.00;90.00;1.25;12
A ILLA;Ulva spp.;11;25/11/2024;2024;1;8;2,083.00;1,666.40;0.8;260.375
A ILLA;Ulva spp.;11;26/11/2024;2024;1;10;2,037.00;1,629.60;0.8;203.7
A ILLA;Ulva spp.;11;27/11/2024;2024;1;9;2,075.00;1,660.00;0.8;2.305.555.556
A ILLA;Ulva spp.;11;28/11/2024;2024;1;8;1,344.00;1,075.20;0.8;168
A ILLA;Himanthalia elongata;2;01/02/2021;2021;0.5;6;35.00;24.50;0.7;50.00
A ILLA;Undaria pinnatifida;2;01/02/2021;2021;0.5;17;2,584.00;2,074.20;0.802708978;3219.10
A ILLA;Laminaria spp.;2;03/02/2021;2021;0.5;6;311.00;155.50;0.5;622.00
A ILLA;Undaria pinnatifida;2;03/02/2021;2021;0.5;15;2,831.00;2,264.80;0.8;3538.75
A ILLA;Laminaria spp.;2;04/02/2021;2021;0.5;17;1,396.00;698.00;0.5;2792.00
A ILLA;Undaria pinnatifida;2;04/02/2021;2021;0.5;17;2,134.00;1,707.20;0.8;2667.50
A ILLA;Himanthalia elongata;2;05/02/2021;2021;0.5;14;2,686.00;1,343.00;0.5;5372.00
A ILLA;Laminaria spp.;2;05/02/2021;2021;0.5;14;906.00;453.00;0.5;1812.00
A ILLA;Laminaria spp.;2;08/02/2021;2021;0.5;15;1,402.00;701.00;0.5;2804.00
A ILLA;Undaria pinnatifida;2;08/02/2021;2021;0.5;13;1,328.00;1,216.40;0.915963855;1449.84
A ILLA;Himanthalia elongata;2;10/02/2021;2021;0.3;1;38.00;30.40;0.8;47.50
A ILLA;Laminaria spp.;2;10/02/2021;2021;0.3;17;1,848.00;1,010.40;0.546753247;3379.95
A ILLA;Undaria pinnatifida;2;10/02/2021;2021;0.3;16;994.00;800.60;0.805432596;1234.12
A ILLA;Himanthalia elongata;2;11/02/2021;2021;0.5;13;1,825.00;912.50;0.5;3650.00
A ILLA;Laminaria spp.;2;11/02/2021;2021;0.5;12;1,284.00;642.00;0.5;2568.00
A ILLA;Himanthalia elongata;2;12/02/2021;2021;0.5;13;1,950.00;975.00;0.5;0.00
A ILLA;Laminaria spp.;2;12/02/2021;2021;0.5;11;1,419.00;709.50;0.5;2838.00
A ILLA;Himanthalia elongata;2;15/02/2021;2021;0.5;12;1,836.00;918.00;0.5;3672.00
A ILLA;Laminaria spp.;2;15/02/2021;2021;0.5;13;1,560.00;780.00;0.5;3120.00
A ILLA;Laminaria spp.;2;17/02/2021;2021;0.5;14;1,055.00;527.50;0.5;2110.00
A ILLA;Undaria pinnatifida;2;17/02/2021;2021;0.5;13;1,271.00;1,016.80;0.8;1588.75
A ILLA;Laminaria spp.;2;18/02/2021;2021;0.5;14;1,546.00;773.00;0.5;3092.00
A ILLA;Undaria pinnatifida;2;18/02/2021;2021;0.5;12;1,141.00;912.80;0.8;1426.25
A ILLA;Himanthalia elongata;2;19/02/2021;2021;0.5;10;1,113.00;556.50;0.5;2226.00
A ILLA;Laminaria spp.;2;19/02/2021;2021;0.5;11;1,555.00;777.50;0.5;3110.00
A ILLA;Codium spp.;2;22/02/2021;2021;0.2;2;58.00;69.60;1.2;48.33
A ILLA;Himanthalia elongata;2;22/02/2021;2021;0.2;9;280.00;196.00;0.7;400.00
A ILLA;Laminaria spp.;2;22/02/2021;2021;0.2;14;1,304.00;696.80;0.534355828;2440.32
A ILLA;Undaria pinnatifida;2;22/02/2021;2021;0.2;15;1,080.00;864.00;0.8;1350.00
A ILLA;Ulva spp.;2;22/02/2021;2021;0.2;3;51.00;51.00;1;51.00
A ILLA;Himanthalia elongata;2;23/02/2021;2021;0.33;12;1,084.00;542.00;0.5;2168.00
A ILLA;Laminaria spp.;2;23/02/2021;2021;0.33;12;1,033.00;516.50;0.5;2066.00
A ILLA;Undaria pinnatifida;2;23/02/2021;2021;0.33;12;713.00;570.40;0.8;891.25
A ILLA;Himanthalia elongata;3;01/03/2021;2021;0.25;7;329.00;279.65;0.85;387.06
A ILLA;Laminaria spp.;3;01/03/2021;2021;0.25;11;1,087.00;543.50;0.5;2174.00
A ILLA;Undaria pinnatifida;3;01/03/2021;2021;0.25;11;1,033.00;826.40;0.8;1291.25
A ILLA;Ulva spp.;3;01/03/2021;2021;0.25;1;50.00;40.00;0.8;62.50
A ILLA;Himanthalia elongata;3;02/03/2021;2021;0.33;9;307.00;245.60;0.8;383.75
A ILLA;Laminaria spp.;3;02/03/2021;2021;0.33;12;1,050.00;525.00;0.5;2100.00
