COFRADIA;ESPECIE;MES;data;Año;DIAS TRABA;Nº PERSON;Lonja Kg;Importe;Precio Kg en €;CPUE
A ILLA;Undaria pinnatifida;6;11/06/2020;2020;;11;525.00;420.00;0.8;656.25
A ILLA;Undaria pinnatifida;6;12/06/2020;2020;;6;521.00;416.80;0.8;651.25
A ILLA;Laminaria spp.;6;15/06/2020;2020;;11;988.00;494.00;0.5;1976.00
A ILLA;Undaria pinnatifida;6;15/06/2020;2020;;8;440.00;352.00;0.8;550.00
A ILLA;Laminaria spp.;6;16/06/2020;2020;;12;1938.00;969.00;0.5;3876.00
A ILLA;Undaria pinnatifida;6;16/06/2020;2020;;5;343.00;274.40;0.8;428.75
A ILLA;Laminaria spp.;6;17/06/2020;2020;;11;2002.00;1001.00;0.5;4004.00
A ILLA;Undaria pinnatifida;6;17/06/2020;2020;;7;332.00;265.60;0.8;415.00
A ILLA;Laminaria spp.;6;18/06/2020;2020;;11;1993.00;996.50;0.5;3986.00
A ILLA;Undaria pinnatifida;6;18/06/2020;2020;;1;112.00;89.60;0.8;140.00
A ILLA;Laminaria spp.;6;30/06/2020;2020;;9;1953.00;976.50;0.5;3906.00
A ILLA;Ulva spp.;7;20/08/2020;2020;;8;2123.00;1698.40;0.8;2653.75
A ILLA;Ulva spp.;7;24/08/2020;2020;;9;2907.00;2325.60;0.8;3633.75
A ILLA;Ulva spp.;7;25/08/2020;2020;;9;3186.00;2610.90;0.819491525;3887.78
A ILLA;Ulva spp.;7;26/08/2020;2020;;9;2880.00;2304.00;0.8;3600.00
A ILLA;Ulva spp.;7;27/08/2020;2020;;9;2225.00;1780.00;0.8;2781.25
A ILLA;Ulva spp.;8;01/09/2020;2020;;8;2,503.00;2,002.40;0.8;3128.75
A ILLA;Ulva spp.;8;02/09/2020;2020;;8;2,429.00;1,943.20;0.8;3036.25
A ILLA;Ulva spp.;8;03/09/2020;2020;;6;2,014.00;1,642.70;0.815640516;2469.23
A ILLA;Ulva spp.;8;07/09/2020;2020;;10;3,951.00;3,160.80;0.8;4938.75
A ILLA;Ulva spp.;8;08/09/2020;2020;;10;4,096.00;3,306.20;0.807177734;5074.47
A ILLA;Ulva spp.;8;09/09/2020;2020;;7;2,356.00;1,884.80;0.8;2945.00
A ILLA;Ulva spp.;8;10/09/2020;2020;;8;2,608.00;2,086.40;0.8;3260.00
A ILLA;Ulva spp.;8;14/09/2020;2020;;10;4,874.00;4,004.20;0.821542881;5932.74
A ILLA;Ulva spp.;8;15/09/2020;2020;;10;3,818.00;3,054.40;0.8;4772.50
A ILLA;Ulva spp.;8;16/09/2020;2020;;7;3,428.00;2,742.40;0.8;4285.00
A ILLA;Ulva spp.;8;17/09/2020;2020;;6;1,666.00;1,332.80;0.8;2082.50
A ILLA;Ulva spp.;8;21/09/2020;2020;;10;4,276.00;3,420.80;0.8;5345.00
A ILLA;Ulva spp.;8;22/09/2020;2020;;10;4,030.00;3,224.00;0.8;5037.50
A ILLA;Ulva spp.;8;23/09/2020;2020;;8;1,919.00;1,535.20;0.8;2398.75
A ILLA;Ulva spp.;8;24/09/2020;2020;;8;2,140.00;1,849.20;0.86411215;2476.53
A ILLA;Ulva spp.;8;28/09/2020;2020;;9;1,834.00;1,467.20;0.8;2292.50
A ILLA;Ulva spp.;8;29/09/2020;2020;;8;1,765.00;1,412.00;0.8;2206.25
A ILLA;Ulva spp.;8;30/09/2020;2020;;9;1,633.00;1,306.40;0.8;2041.25
A ILLA;Ulva spp.;9;01/10/2020;2020;;9;1,718.00;1,374.40;0.8;2147.50
A ILLA;Ulva spp.;9;05/10/2020;2020;;8;1,710.00;1,368.00;0.8;2137.50
A ILLA;Ulva spp.;9;06/10/2020;2020;;10;1,732.00;1,385.60;0.8;2165.00
A ILLA;Ulva spp.;9;07/10/2020;2020;;9;1,688.00;1,350.40;0.8;2110.00
A ILLA;Ulva spp.;9;08/10/2020;2020;;9;1,699.00;1,359.20;0.8;2123.75
A ILLA;Ulva spp.;9;26/10/2020;2020;;7;1,536.00;1,228.80;0.8;1920.00
A ILLA;Ulva spp.;9;27/10/2020;2020;;10;1,490.00;1,192.00;0.8;1862.50
A ILLA;Ulva spp.;9;28/10/2020;2020;;10;2,275.00;2,063.60;0.907076923;2508.06
A ILLA;Ulva spp.;9;29/10/2020;2020;;9;1,884.00;1,598.40;0.848407643;2220.63
A ILLA;Ulva spp.;10;10/11/2020;2020;;1;156.00;171.60;1.1;141.82
ALDÁN;Codium spp.;2;10/02/2020;2020;1;3;320.00;450.00;140.625;1.066.666.667
ALDÁN;Codium spp.;2;21/02/2020;2020;1;3;500.00;420.00;0.84;1.666.666.667
ALDÁN;Codium spp.;2;24/02/2020;2020;1;3;455.50;420.00;0.922063666;1.518.333.333
ALDÁN;Undaria pinnatifida;2;24/02/2020;2020;1;1;106.70;420.00;3.936.269.916;106.7
ALDÁN;Laminaria spp.;2;24/02/2020;2020;1;1;270.00;412.50;1.527.777.778;270
ALDÁN;Codium spp.;2;06/03/2020;2020;1;3;570.00;412.50;0.723684211;190
ALDÁN;Codium spp.;2;11/03/2020;2020;1;3;500.00;412.50;0.825;1.666.666.667
ALDÁN;Codium spp.;2;12/03/2020;2020;1;3;500.00;500.00;1;1.666.666.667
ALDÁN;Codium spp.;6;17/06/2020;2020;1;2;350.00;350.00;1;175
ALDÁN;Codium spp.;7;07/07/2020;2020;1;2;460.00;460.00;1;230
ALDÁN;Codium spp.;7;13/08/2020;2020;1;3;550.00;550.00;1;1.833.333.333
ALDÁN;Codium spp.;12;17/12/2020;2020;1;3;480.00;480.00;1;160
ALDÁN;Codium spp.;2;23/03/2021;2021;1;3;450.00;450.00;1;150
ALDÁN;Codium spp.;4;14/04/2021;2021;1;3;500.00;500.00;1;1.666.666.667
ALDÁN;Codium spp.;5;05/05/2021;2021;1;3;500.00;500.00;1;1.666.666.667
ALDÁN;Codium spp.;5;27/05/2021;2021;1;3;500.00;500.00;1;1.666.666.667
ALDÁN;Codium spp.;6;10/06/2021;2021;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;6;24/06/2021;2021;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;7;09/07/2021;2021;1;3;580.00;580.00;1;1.933.333.333
ALDÁN;Codium spp.;7;22/07/2021;2021;1;3;400.00;400.00;1;1.333.333.333
ALDÁN;Undaria pinnatifida;7;22/07/2021;2021;1;3;25.00;25.00;1;8.333.333.333
ALDÁN;Ulva spp.;7;22/07/2021;2021;1;3;125.00;125.00;1;4.166.666.667
ALDÁN;Codium spp.;7;27/08/2021;2021;1;3;520.00;520.00;1;1.733.333.333
ALDÁN;Codium spp.;9;10/09/2021;2021;1;3;580.00;580.00;1;1.933.333.333
ALDÁN;Codium spp.;10;01/10/2021;2021;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;10;15/10/2021;2021;1;3;576.00;576.00;1;192
ALDÁN;Codium spp.;11;24/11/2021;2021;1;3;580.00;580.00;1;1.933.333.333
ALDÁN;Codium spp.;12;01/12/2021;2021;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;1;21/01/2022;2022;1;3;485.00;485.00;1;1.616.666.667
ALDÁN;Undaria pinnatifida;1;28/01/2022;2022;1;3;310.00;248.00;0.8;1.033.333.333
ALDÁN;Undaria pinnatifida;2;04/02/2022;2022;1;3;460.00;368.00;0.8;1.533.333.333
ALDÁN;Codium spp.;2;16/02/2022;2022;1;3;550.00;550.00;1;1.833.333.333
ALDÁN;Undaria pinnatifida;2;17/02/2022;2022;1;3;490.00;418.00;0.853061224;1.633.333.333
ALDÁN;Codium spp.;2;17/02/2022;2022;1;3;40.00;42.00;1.05;1.333.333.333
ALDÁN;Laminaria spp.;2;17/02/2022;2022;1;3;10.00;10.00;1;3.333.333.333
ALDÁN;Undaria pinnatifida;2;21/02/2022;2022;1;2;300.00;255.00;0.85;150
ALDÁN;Undaria pinnatifida;2;03/03/2022;2022;1;3;110.00;93.50;0.85;3.666.666.667
ALDÁN;Codium spp.;2;03/03/2022;2022;1;3;25.00;25.00;1;8.333.333.333
ALDÁN;Codium spp.;2;18/03/2022;2022;1;3;525.00;525.00;1;175
ALDÁN;Codium spp.;4;05/04/2022;2022;1;3;540.00;540.00;1;180
ALDÁN;Codium spp.;4;19/04/2022;2022;1;3;580.00;580.00;1;1.933.333.333
ALDÁN;Codium spp.;4;28/04/2022;2022;1;3;585.00;590.00;1.008.547.009;195
ALDÁN;Codium spp.;5;19/05/2022;2022;1;2;400.00;400.00;1;200
ALDÁN;Codium spp.;6;21/06/2022;2022;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;7;13/07/2022;2022;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;7;05/08/2022;2022;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;7;24/08/2022;2022;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;9;08/09/2022;2022;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;9;22/09/2022;2022;1;3;600.00;600.00;1;200
ALDÁN;Codium spp.;10;14/10/2022;2022;1;3;500.00;500.00;1;1.666.666.667
ALDÁN;Codium spp.;10;31/10/2022;2022;1;3;550.00;550.00;1;1.833.333.333
ALDÁN;Codium spp.;novembro;14/11/2022;2022;1;2;320.00;320.00;1;320.00
ALDÁN;Codium spp.;novembro;23/11/2022;2022;1;2;430.00;430.00;1;430.00
ALDÁN;Codium spp.;decembro;13/12/2022;2022;1;3;440.00;704.00;1.6;275.00
ALDÁN;Codium spp.;decembro;16/12/2022;2022;1;3;390.00;624.00;1.6;243.75
ALDÁN;Codium spp.;decembro;27/12/2022;2022;1;3;450.00;720.00;1.6;281.25
ALDÁN;Codium spp.;Xaneiro;11/01/2023;2023;1;3;350.00;437.50;1.25;280.00
ALDÁN;Codium spp.;Xaneiro;25/01/2023;2023;1;3;360.00;450.00;1.25;288.00
ALDÁN;Codium spp.;Febreiro;01/02/2023;2023;1;3;150.00;187.50;1.25;120.00
ALDÁN;Laminaria spp.;Febreiro;01/02/2023;2023;;3;20.00;12.00;0.6;33.33
ALDÁN;Laminaria spp.;Febreiro;02/02/2023;2023;1;3;500.00;300.00;0.6;833.33
ALDÁN;Codium spp.;Febreiro;05/02/2023;2023;1;3;380.00;475.00;1.25;304.00
ALDÁN;Codium spp.;Febreiro;14/02/2023;2023;1;3;75.00;93.75;1.25;60.00
ALDÁN;Laminaria spp.;Febreiro;14/02/2023;2023;;3;387.00;232.20;0.6;645.00
ALDÁN;Codium spp.;Febreiro;23/02/2023;2023;1;1;100.00;250.00;2.5;40.00
ALDÁN;Codium spp.;Febreiro;27/02/2023;2023;1;2;250.00;500.00;2;125.00
ALDÁN;Codium spp.;Marzo;10/03/2023;2023;1;2;190.00;475.00;2.5;76.00
ALDÁN;Codium spp.;Marzo;15/03/2023;2023;1;2;180.00;450.00;2.5;72.00
ALDÁN;Laminaria spp.;Marzo;15/03/2023;2023;;2;90.00;54.00;0.6;150.00
ALDÁN;Codium spp.;Marzo;21/03/2023;2023;1;2;205.00;512.50;2.5;82.00
ALDÁN;Codium spp.;Marzo;27/03/2023;2023;1;2;240.00;554.00;2.308.333.333;103.97
ALDÁN;Codium spp.;Abril;03/04/2023;2023;1;2;345.00;780.00;22.608.695;152.60
ALDÁN;Codium spp.;Abril;10/04/2023;2023;1;3;415.00;837.50;201.807.228;205.64
ALDÁN;Codium spp.;Abril;20/04/2023;2023;1;2;400.00;805.00;20.125;198.76
ALDÁN;Codium spp.;Abril;26/04/2023;2023;1;3;380.00;760.00;2;190.00
ALDÁN;Codium spp.;Maio;04/05/2023;2023;1;3;390.00;780.00;2;195.00
ALDÁN;Codium spp.;Maio;10/05/2023;2023;1;2;315.00;630.00;2;157.50
ALDÁN;Codium spp.;Maio;11/05/2023;2023;1;2;330.00;660.00;2;165.00
ALDÁN;Codium spp.;Maio;25/05/2023;2023;1;2;360.00;720.00;2;180.00
ALDÁN;Codium spp.;xuño;01/06/2023;2023;1;2;385.00;770.00;2;192.50
ALDÁN;Codium spp.;xuño;08/06/2023;2023;1;2;385.00;770.00;2;192.50
ALDÁN;Codium spp.;xuño;22/06/2023;2023;1;3;465.00;930.00;2;232.50
ALDÁN;Codium spp.;xuño;29/06/2023;2023;1;3;490.00;980.00;2;245.00
ALDÁN;Codium spp.;xullo;06/07/2023;2023;1;3;450.00;900.00;2;225.00
ALDÁN;Codium spp.;xullo;12/07/2023;2023;1;3;465.00;930.00;2;232.50
ALDÁN;Codium spp.;xullo;27/07/2023;2023;1;3;600.00;1,200.00;2;300.00
ALDÁN;Codium spp.;agosto;17/08/2023;2023;1;3;565.00;960.50;1.7;332.35
ALDÁN;Codium spp.;Setembro;01/09/2023;2023;1;3;500.00;800.00;1.6;312.50
ALDÁN;Codium spp.;Setembro;14/09/2023;2023;1;3;500.00;800.00;1.6;312.50
ALDÁN;Codium spp.;Setembro;28/09/2023;2023;1;3;565.00;904.00;1.6;353.13
ALDÁN;Codium spp.;Outubro;13/10/2023;2023;1;3;600.00;960.00;1.6;375.00
ALDÁN;Codium spp.;Outubro;31/10/2023;2023;1;2;500.00;800.00;1.6;312.50
ALDÁN;Codium spp.;Novembro;08/11/2023;2023;1;2;421.00;673.60;1.6;263.13
ALDÁN;Codium spp.;Novembro;17/11/2023;2023;1;2;460.00;782.00;1.7;270.59
ALDÁN;Codium spp.;Novembro;30/11/2023;2023;1;3;402.00;723.60;1.8;223.33
ALDÁN;Codium spp.;decembro;14/12/2023;2023;1;3;305.00;610.00;2;152.50
ALDÁN;Codium spp.;Xaneiro;05/01/2024;2024;1;2;200.00;400.00;2;100.00
ALDÁN;Codium spp.;Xaneiro;12/01/2024;2024;1;2;220.00;440.00;2;110.00
ALDÁN;Codium spp.;Xaneiro;19/01/2024;2024;1;2;240.00;480.00;2;120.00
ALDÁN;Codium spp.;Xaneiro;25/01/2024;2024;1;2;260.00;520.00;2;130.00
ALDÁN;Codium spp.;Xaneiro;31/01/2024;2024;1;3;290.00;580.00;2;145.00
ALDÁN;Codium spp.;febreiro;09/02/2024;2024;1;2;230.00;460.00;2;115.00
ALDÁN;Codium spp.;marzo;13/03/2024;2024;1;3;280.00;602.00;2.15;130.23
ALDÁN;Codium spp.;Abril;10/04/2024;2024;1;3;280.00;602.00;2.15;130.23
ALDÁN;Codium spp.;Abril;18/04/2024;2024;1;3;350.00;700.00;2;175.00
ALDÁN;Codium spp.;Abril;23/04/2024;2024;1;3;190.00;380.00;2;95.00
ALDÁN;Undaria pinnatifida;Abril;23/04/2024;2024;;3;155.00;155.00;1;155.00
ALDÁN;Codium spp.;Maio;08/05/2024;2024;1;3;320.00;640.00;2;160.00
ALDÁN;Codium spp.;Maio;16/05/2024;2024;1;3;345.00;690.00;2;172.50
ALDÁN;Codium spp.;Maio;24/05/2024;2024;1;3;360.00;720.00;2;180.00
ALDÁN;Codium spp.;Maio;30/05/2024;2024;1;3;380.00;760.00;2;190.00
ALDÁN;Codium spp.;Xuño;07/06/2024;2024;1;3;380.00;760.00;2;190.00
ALDÁN;Codium spp.;Xuño;14/06/2024;2024;1;3;415.00;830.00;2;207.50
ALDÁN;Codium spp.;Xuño;20/06/2024;2024;1;3;435.00;870.00;2;217.50
ALDÁN;Codium spp.;Xuño;28/06/2024;2024;1;3;446.00;892.00;2;223.00
ALDÁN;Codium spp.;Xullo;11/07/2024;2024;1;3;385.00;770.00;2;192.50
ALDÁN;Codium spp.;Xullo;19/07/2024;2024;1;3;460.00;920.00;2;230.00
ALDÁN;Codium spp.;Agosto;09/08/2024;2024;1;3;400.00;800.00;2;200.00
ALDÁN;Codium spp.;Agosto;21/08/2024;2024;1;3;460.00;920.00;2;230.00
ALDÁN;Codium spp.;Setembro;20/09/2024;2024;1;3;450.00;630.00;1.4;321.43
ALDÁN;Codium spp.;Outubro;14/10/2024;2024;1;3;465.00;697.50;1.5;310.00
ALDÁN;Codium spp.;Outubro;25/10/2024;2024;1;3;466.00;699.00;1.5;310.67
ALDÁN;Codium spp.;Outubro;31/10/2024;2024;1;3;495.00;742.50;1.5;330.00
ALDÁN;Codium spp.;Novembro;15/11/2024;2024;1;3;500.00;750.00;1.5;333.33
ALDÁN;Codium spp.;Novembro;29/11/2024;2024;1;3;460.00;690.00;1.5;306.67
ALDÁN;Codium spp.;decembro;20/12/2024;2024;1;3;480.00;720.00;1.5;320.00
CAMBADOS;Undaria pinnatifida;3;09/03/2020;2020;1;4;787.00;629.60;0.8;196.75
CAMBADOS;Undaria pinnatifida;3;10/03/2020;2020;1;5;923.00;738.40;0.8;184.6
CAMBADOS;Undaria pinnatifida;3;11/03/2020;2020;1;5;951.00;760.80;0.8;190.2
CAMBADOS;Undaria pinnatifida;3;12/03/2020;2020;1;3;450.00;367.00;0.815555556;150
CAMBADOS;Undaria pinnatifida;3;16/03/2020;2020;1;5;962.00;769.60;0.8;192.4
CAMBADOS;Undaria pinnatifida;3;17/03/2020;2020;1;4;869.00;695.20;0.8;217.25
CAMBADOS;Undaria pinnatifida;3;18/03/2020;2020;1;4;871.00;696.80;0.8;217.75
CAMBADOS;Undaria pinnatifida;3;20/03/2020;2020;1;4;919.00;735.20;0.8;229.75
CAMBADOS;Undaria pinnatifida;3;23/03/2020;2020;1;4;585.00;468.00;0.8;146.25
CAMBADOS;Undaria pinnatifida;3;24/03/2020;2020;1;3;493.00;394.40;0.8;1.643.333.333
CAMBADOS;Undaria pinnatifida;3;25/03/2020;2020;1;2;300.00;240.00;0.8;150
CAMBADOS;Undaria pinnatifida;3;26/03/2020;2020;1;1;180.00;144.00;0.8;180
CAMBADOS;Undaria pinnatifida;3;27/03/2020;2020;1;1;150.00;120.00;0.8;150
CAMBADOS;Laminaria spp.;3;25/03/2020;2020;1;2;500.00;325.00;0.65;250
CAMBADOS;Undaria pinnatifida;4;20/04/2020;2020;1;1;162.00;129.60;0.8;162
CAMBADOS;Undaria pinnatifida;4;21/04/2020;2020;1;1;103.00;82.40;0.8;103
CAMBADOS;Undaria pinnatifida;4;22/04/2020;2020;1;5;168.00;136.70;0.813690476;33.6
CAMBADOS;Undaria pinnatifida;4;23/04/2020;2020;1;1;82.00;65.60;0.8;82
CAMBADOS;Undaria pinnatifida;4;24/04/2020;2020;1;1;127.00;101.60;0.8;127
CAMBADOS;Laminaria spp.;4;01/04/2020;2020;1;1;140.00;91.00;0.65;140
CAMBADOS;Ulva spp.;4;13/04/2020;2020;1;3;473.00;425.70;0.9;1.576.666.667
CAMBADOS;Ulva spp.;4;14/04/2020;2020;1;3;561.00;504.90;0.9;187
CAMBADOS;Ulva spp.;4;15/04/2020;2020;1;3;696.00;626.40;0.9;232
CAMBADOS;Ulva spp.;4;16/04/2020;2020;1;3;678.00;610.20;0.9;226
CAMBADOS;Ulva spp.;4;20/04/2020;2020;1;4;781.00;702.90;0.9;195.25
CAMBADOS;Ulva spp.;4;21/04/2020;2020;1;3;649.00;584.10;0.9;2.163.333.333
CAMBADOS;Ulva spp.;4;22/04/2020;2020;1;4;450.00;405.00;0.9;112.5
CAMBADOS;Ulva spp.;4;23/04/2020;2020;1;4;630.00;567.00;0.9;157.5
CAMBADOS;Ulva spp.;4;27/04/2020;2020;1;5;1,113.00;1,001.70;0.9;222.6
CAMBADOS;Ulva spp.;4;28/04/2020;2020;1;6;1,187.00;1,068.30;0.9;1.978.333.333
CAMBADOS;Ulva spp.;4;29/04/2020;2020;1;6;1,070.00;963.00;0.9;1.783.333.333
CAMBADOS;Undaria pinnatifida;5;11/05/2020;2020;1;1;150.00;120.00;0.8;150
CAMBADOS;Undaria pinnatifida;5;12/05/2020;2020;1;2;307.00;245.60;0.8;153.5
CAMBADOS;Undaria pinnatifida;5;13/05/2020;2020;1;2;299.00;239.20;0.8;149.5
CAMBADOS;Undaria pinnatifida;5;14/05/2020;2020;1;2;309.00;247.20;0.8;154.5
CAMBADOS;Undaria pinnatifida;5;15/05/2020;2020;1;3;448.00;358.40;0.8;1.493.333.333
CAMBADOS;Undaria pinnatifida;5;18/05/2020;2020;1;2;315.00;252.00;0.8;157.5
CAMBADOS;Undaria pinnatifida;5;19/05/2020;2020;1;4;585.00;468.00;0.8;146.25
CAMBADOS;Undaria pinnatifida;5;20/05/2020;2020;1;5;672.00;537.60;0.8;134.4
CAMBADOS;Undaria pinnatifida;5;21/05/2020;2020;1;5;834.00;667.20;0.8;166.8
CAMBADOS;Undaria pinnatifida;5;22/05/2020;2020;1;5;665.00;532.00;0.8;133
CAMBADOS;Undaria pinnatifida;5;25/05/2020;2020;1;6;725.00;580.00;0.8;1.208.333.333
CAMBADOS;Undaria pinnatifida;5;26/05/2020;2020;1;5;727.00;581.60;0.8;145.4
CAMBADOS;Undaria pinnatifida;5;27/05/2020;2020;1;4;725.00;580.00;0.8;181.25
CAMBADOS;Undaria pinnatifida;5;28/05/2020;2020;1;4;782.00;625.60;0.8;195.5
CAMBADOS;Undaria pinnatifida;5;29/05/2020;2020;1;5;698.00;558.40;0.8;139.6
CAMBADOS;Laminaria spp.;5;06/05/2020;2020;1;1;150.00;105.00;0.7;150
CAMBADOS;Ulva spp.;5;18/05/2020;2020;1;1;50.00;50.00;1;50
CAMBADOS;Undaria pinnatifida;6;01/06/2020;2020;1;4;614.00;491.20;0.8;153.5
CAMBADOS;Undaria pinnatifida;6;02/06/2020;2020;1;5;852.00;681.60;0.8;170.4
CAMBADOS;Undaria pinnatifida;6;03/06/2020;2020;1;3;490.00;392.00;0.8;1.633.333.333
CAMBADOS;Undaria pinnatifida;6;04/06/2020;2020;1;1;78.00;62.40;0.8;78
CAMBADOS;Undaria pinnatifida;6;05/06/2020;2020;1;1;48.00;38.40;0.8;48
CAMBADOS;Undaria pinnatifida;6;08/06/2020;2020;1;1;72.00;57.60;0.8;72
CAMBADOS;Laminaria spp.;6;29/06/2020;2020;1;3;750.00;450.00;0.6;250
CAMBADOS;Undaria pinnatifida;3;01/03/2021;2021;1;2;401.00;320.80;0.8;200.5
CAMBADOS;Undaria pinnatifida;3;02/03/2021;2021;1;2;430.00;344.00;0.8;215
CAMBADOS;Undaria pinnatifida;3;03/03/2021;2021;1;2;335.00;268.00;0.8;167.5
CAMBADOS;Undaria pinnatifida;3;04/03/2021;2021;1;2;366.00;292.80;0.8;183
CAMBADOS;Undaria pinnatifida;3;08/03/2021;2021;1;3;850.00;680.00;0.8;2.833.333.333
CAMBADOS;Undaria pinnatifida;3;09/03/2021;2021;1;5;1,023.00;874.90;0.855229717;204.6
CAMBADOS;Undaria pinnatifida;3;10/03/2021;2021;1;5;1,001.00;841.80;0.840959041;200.2
CAMBADOS;Undaria pinnatifida;3;11/03/2021;2021;1;4;418.00;359.40;0.859808612;104.5
CAMBADOS;Undaria pinnatifida;3;12/03/2021;2021;1;2;218.00;196.20;0.9;109
CAMBADOS;Undaria pinnatifida;4;05/04/2021;2021;1;5;1,164.00;981.20;0.842955326;232.8
CAMBADOS;Undaria pinnatifida;4;06/04/2021;2021;1;5;1,028.00;872.40;0.848638132;205.6
CAMBADOS;Undaria pinnatifida;4;07/04/2021;2021;1;4;801.00;679.80;0.848689139;200.25
CAMBADOS;Undaria pinnatifida;4;08/04/2021;2021;1;5;1,220.00;1,031.00;0.845081967;244
CAMBADOS;Undaria pinnatifida;4;09/04/2021;2021;1;2;500.00;450.00;0.9;250
CAMBADOS;Undaria pinnatifida;4;12/04/2021;2021;1;5;1,084.00;917.20;0.846125461;216.8
CAMBADOS;Undaria pinnatifida;4;13/04/2021;2021;1;5;1,315.00;1,108.00;0.842585551;263
CAMBADOS;Undaria pinnatifida;4;14/04/2021;2021;1;5;1,286.00;1,084.80;0.843545879;257.2
CAMBADOS;Undaria pinnatifida;4;15/04/2021;2021;1;5;1,231.00;1,034.80;0.840617384;246.2
CAMBADOS;Undaria pinnatifida;4;16/04/2021;2021;1;5;1,362.00;1,225.80;0.9;272.4
CAMBADOS;Undaria pinnatifida;4;19/04/2021;2021;1;5;1,604.00;1,383.40;0.862468828;320.8
CAMBADOS;Undaria pinnatifida;4;20/04/2021;2021;1;5;1,695.00;1,443.50;0.851622419;339
CAMBADOS;Undaria pinnatifida;4;21/04/2021;2021;1;5;1,752.00;1,490.80;0.850913242;350.4
CAMBADOS;Undaria pinnatifida;4;22/04/2021;2021;1;5;1,470.00;1,263.00;0.859183673;294
CAMBADOS;Undaria pinnatifida;4;23/04/2021;2021;1;5;1,733.00;1,559.70;0.9;346.6
CAMBADOS;Undaria pinnatifida;4;26/04/2021;2021;1;5;1,810.00;1,538.00;0.849723757;362
CAMBADOS;Undaria pinnatifida;4;27/04/2021;2021;1;5;1,717.00;1,463.60;0.852417006;343.4
CAMBADOS;Undaria pinnatifida;4;28/04/2021;2021;1;5;1,760.00;1,526.00;0.867045455;352
CAMBADOS;Undaria pinnatifida;4;29/04/2021;2021;1;4;1,500.00;1,260.00;0.84;375
CAMBADOS;Undaria pinnatifida;4;30/04/2021;2021;1;4;1,404.00;1,263.60;0.9;351
CAMBADOS;Undaria pinnatifida;5;03/05/2021;2021;1;5;1,369.00;1,152.20;0.841636231;273.8
CAMBADOS;Undaria pinnatifida;5;04/05/2021;2021;1;5;1,822.00;1,583.40;0.869045005;364.4
CAMBADOS;Undaria pinnatifida;5;05/05/2021;2021;1;5;1,720.00;1,458.00;0.847674419;344
CAMBADOS;Undaria pinnatifida;5;06/05/2021;2021;1;5;1,655.00;1,437.50;0.86858006;331
CAMBADOS;Undaria pinnatifida;5;07/05/2021;2021;1;5;1,773.00;1,595.70;0.9;354.6
CAMBADOS;Undaria pinnatifida;5;10/05/2021;2021;1;5;1,123.00;965.40;0.859661621;224.6
CAMBADOS;Undaria pinnatifida;5;11/05/2021;2021;1;4;1,183.00;1,006.40;0.850718512;295.75
CAMBADOS;Undaria pinnatifida;5;19/05/2021;2021;1;5;1,479.00;1,274.70;0.861866126;295.8
CAMBADOS;Undaria pinnatifida;5;20/05/2021;2021;1;5;1,580.00;1,391.50;0.880696203;316
CAMBADOS;Undaria pinnatifida;5;21/05/2021;2021;1;5;1,833.00;1,649.70;0.9;366.6
CAMBADOS;Undaria pinnatifida;5;24/05/2021;2021;1;6;2,104.00;1,766.20;0.839448669;3.506.666.667
CAMBADOS;Undaria pinnatifida;5;25/05/2021;2021;1;5;1,225.00;1,077.80;0.879836735;245
CAMBADOS;Undaria pinnatifida;5;26/05/2021;2021;1;5;1,033.00;886.60;0.858276864;206.6
CAMBADOS;Undaria pinnatifida;5;27/05/2021;2021;1;4;963.00;830.90;0.862824507;240.75
CAMBADOS;Undaria pinnatifida;5;28/05/2021;2021;1;1;252.00;226.80;0.9;252
CAMBADOS;Undaria pinnatifida;5;31/05/2021;2021;1;1;205.00;164.00;0.8;205
CAMBADOS;Undaria pinnatifida;6;01/06/2021;2021;1;1;256.00;230.40;0.9;256
CAMBADOS;Undaria pinnatifida;6;02/06/2021;2021;1;1;248.00;223.20;0.9;248
CAMBADOS;Undaria pinnatifida;6;03/06/2021;2021;1;1;254.00;228.60;0.9;254
CAMBADOS;Undaria pinnatifida;6;04/06/2021;2021;1;1;240.00;216.00;0.9;240
CAMBADOS;Undaria pinnatifida;6;07/06/2021;2021;1;1;207.00;186.30;0.9;207
CAMBADOS;Undaria pinnatifida;6;08/06/2021;2021;1;1;240.00;216.00;0.9;240
CAMBADOS;Undaria pinnatifida;6;09/06/2021;2021;1;1;220.00;198.00;0.9;220
CAMBADOS;Undaria pinnatifida;6;10/06/2021;2021;1;1;225.00;202.50;0.9;225
CAMBADOS;Undaria pinnatifida;6;11/06/2021;2021;1;1;175.00;157.50;0.9;175
CAMBADOS;Undaria pinnatifida;6;14/06/2021;2021;1;1;162.00;145.80;0.9;162
CAMBADOS;Undaria pinnatifida;6;15/06/2021;2021;1;1;157.00;141.30;0.9;157
